time	species	transcript
1	protein1	0.2
1	protein2	0.17
1	protein3	0.08
2	protein1	0.4
2	protein2	0.34
2	protein3	0.16
3	protein1	0.6000000000000001
3	protein2	0.51
3	protein3	0.24
4	protein1	0.8
4	protein2	0.68
4	protein3	0.32
5	protein1	1.0
5	protein2	0.8500000000000001
5	protein3	0.4
6	protein1	1.2000000000000002
6	protein2	1.02
6	protein3	0.48
7	protein1	1.4000000000000001
7	protein2	1.1900000000000002
7	protein3	0.56
8	protein1	1.6
8	protein2	1.36
8	protein3	0.64
9	protein1	1.8
9	protein2	1.53
9	protein3	0.72
10	protein1	2.0
10	protein2	1.7000000000000002
10	protein3	0.8
11	protein1	2.2
11	protein2	1.87
11	protein3	0.88
12	protein1	2.4000000000000004
12	protein2	2.04
12	protein3	0.96
13	protein1	2.6
13	protein2	2.21
13	protein3	1.04
14	protein1	2.8000000000000003
14	protein2	2.3800000000000003
14	protein3	1.12
15	protein1	3.0
15	protein2	2.5500000000000003
15	protein3	1.2
16	protein1	3.2
16	protein2	2.72
16	protein3	1.28
17	protein1	3.4000000000000004
17	protein2	2.89
17	protein3	1.36
18	protein1	3.6
18	protein2	3.06
18	protein3	1.44
19	protein1	3.8000000000000003
19	protein2	3.2300000000000004
19	protein3	1.52
20	protein1	4.0
20	protein2	3.4000000000000004
20	protein3	1.6
21	protein1	4.2
21	protein2	3.5700000000000003
21	protein3	1.68
22	protein1	4.4
22	protein2	3.74
22	protein3	1.76
23	protein1	4.6000000000000005
23	protein2	3.91
23	protein3	1.84
24	protein1	4.800000000000001
24	protein2	4.08
24	protein3	1.92
25	protein1	5.0
25	protein2	4.25
25	protein3	2.0
26	protein1	5.2
26	protein2	4.42
26	protein3	2.08
27	protein1	5.4
27	protein2	4.590000000000001
27	protein3	2.16
28	protein1	5.6000000000000005
28	protein2	4.760000000000001
28	protein3	2.24
29	protein1	5.800000000000001
29	protein2	4.930000000000001
29	protein3	2.32
30	protein1	6.0
30	protein2	5.1000000000000005
30	protein3	2.4
31	protein1	6.2
31	protein2	5.2700000000000005
31	protein3	2.48
32	protein1	6.4
32	protein2	5.44
32	protein3	2.56
33	protein1	6.6000000000000005
33	protein2	5.61
33	protein3	2.64
34	protein1	6.800000000000001
34	protein2	5.78
34	protein3	2.72
35	protein1	7.0
35	protein2	5.95
35	protein3	2.8000000000000003
36	protein1	7.2
36	protein2	6.12
36	protein3	2.88
37	protein1	7.4
37	protein2	6.29
37	protein3	2.96
38	protein1	7.6000000000000005
38	protein2	6.460000000000001
38	protein3	3.04
39	protein1	7.800000000000001
39	protein2	6.630000000000001
39	protein3	3.12
40	protein1	8.0
40	protein2	6.800000000000001
40	protein3	3.2
41	protein1	8.200000000000001
41	protein2	6.970000000000001
41	protein3	3.2800000000000002
42	protein1	8.4
42	protein2	7.140000000000001
42	protein3	3.36
43	protein1	8.6
43	protein2	7.3100000000000005
43	protein3	3.44
44	protein1	8.8
44	protein2	7.48
44	protein3	3.52
45	protein1	9.0
45	protein2	7.65
45	protein3	3.6
46	protein1	9.200000000000001
46	protein2	7.82
46	protein3	3.68
47	protein1	9.4
47	protein2	7.99
47	protein3	3.7600000000000002
48	protein1	9.600000000000001
48	protein2	8.16
48	protein3	3.84
49	protein1	9.8
49	protein2	8.33
49	protein3	3.92
50	protein1	10.0
50	protein2	8.5
50	protein3	4.0
51	protein1	10.200000000000001
51	protein2	8.67
51	protein3	4.08
52	protein1	10.4
52	protein2	8.84
52	protein3	4.16
53	protein1	10.600000000000001
53	protein2	9.01
53	protein3	4.24
54	protein1	10.8
54	protein2	9.180000000000001
54	protein3	4.32
55	protein1	11.0
55	protein2	9.350000000000001
55	protein3	4.4
56	protein1	11.200000000000001
56	protein2	9.520000000000001
56	protein3	4.48
57	protein1	11.4
57	protein2	9.690000000000001
57	protein3	4.5600000000000005
58	protein1	11.600000000000001
58	protein2	9.860000000000001
58	protein3	4.64
59	protein1	11.8
59	protein2	10.030000000000001
59	protein3	4.72
60	protein1	12.0
60	protein2	10.200000000000001
60	protein3	4.8
61	protein1	12.200000000000001
61	protein2	10.370000000000001
61	protein3	4.88
62	protein1	12.4
62	protein2	10.540000000000001
62	protein3	4.96
63	protein1	12.600000000000001
63	protein2	10.71
63	protein3	5.04
64	protein1	12.8
64	protein2	10.88
64	protein3	5.12
65	protein1	13.0
65	protein2	11.05
65	protein3	5.2
66	protein1	13.200000000000001
66	protein2	11.22
66	protein3	5.28
67	protein1	13.4
67	protein2	11.39
67	protein3	5.36
68	protein1	13.600000000000001
68	protein2	11.56
68	protein3	5.44
69	protein1	13.8
69	protein2	11.73
69	protein3	5.5200000000000005
70	protein1	14.0
70	protein2	11.9
70	protein3	5.6000000000000005
71	protein1	14.200000000000001
71	protein2	12.07
71	protein3	5.68
72	protein1	14.4
72	protein2	12.24
72	protein3	5.76
73	protein1	14.600000000000001
73	protein2	12.41
73	protein3	5.84
74	protein1	14.8
74	protein2	12.58
74	protein3	5.92
75	protein1	15.0
75	protein2	12.750000000000002
75	protein3	6.0
76	protein1	15.200000000000001
76	protein2	12.920000000000002
76	protein3	6.08
77	protein1	15.4
77	protein2	13.090000000000002
77	protein3	6.16
78	protein1	15.600000000000001
78	protein2	13.260000000000002
78	protein3	6.24
79	protein1	15.8
79	protein2	13.430000000000001
79	protein3	6.32
80	protein1	16.0
80	protein2	13.600000000000001
80	protein3	6.4
81	protein1	16.2
81	protein2	13.770000000000001
81	protein3	6.48
82	protein1	16.400000000000002
82	protein2	13.940000000000001
82	protein3	6.5600000000000005
83	protein1	16.6
83	protein2	14.110000000000001
83	protein3	6.640000000000001
84	protein1	16.8
84	protein2	14.280000000000001
84	protein3	6.72
85	protein1	17.0
85	protein2	14.450000000000001
85	protein3	6.8
86	protein1	17.2
86	protein2	14.620000000000001
86	protein3	6.88
87	protein1	17.400000000000002
87	protein2	14.790000000000001
87	protein3	6.96
88	protein1	17.6
88	protein2	14.96
88	protein3	7.04
89	protein1	17.8
89	protein2	15.13
89	protein3	7.12
90	protein1	18.0
90	protein2	15.3
90	protein3	7.2
91	protein1	18.2
91	protein2	15.47
91	protein3	7.28
92	protein1	18.400000000000002
92	protein2	15.64
92	protein3	7.36
93	protein1	18.6
93	protein2	15.81
93	protein3	7.44
94	protein1	18.8
94	protein2	15.98
94	protein3	7.5200000000000005
95	protein1	19.0
95	protein2	16.150000000000002
95	protein3	7.6000000000000005
96	protein1	19.200000000000003
96	protein2	16.32
96	protein3	7.68
97	protein1	19.400000000000002
97	protein2	16.490000000000002
97	protein3	7.76
98	protein1	19.6
98	protein2	16.66
98	protein3	7.84
99	protein1	19.8
99	protein2	16.830000000000002
99	protein3	7.92
100	protein1	20.0
100	protein2	17.0
100	protein3	8.0
101	protein1	20.200000000000003
101	protein2	17.0
101	protein3	8.08
102	protein1	20.400000000000002
102	protein2	17.0
102	protein3	8.16
103	protein1	20.6
103	protein2	17.0
103	protein3	8.24
104	protein1	20.8
104	protein2	17.0
104	protein3	8.32
105	protein1	21.0
105	protein2	17.0
105	protein3	8.4
106	protein1	21.200000000000003
106	protein2	17.0
106	protein3	8.48
107	protein1	21.400000000000002
107	protein2	17.0
107	protein3	8.56
108	protein1	21.6
108	protein2	17.0
108	protein3	8.64
109	protein1	21.8
109	protein2	17.0
109	protein3	8.72
110	protein1	22.0
110	protein2	17.0
110	protein3	8.8
111	protein1	22.200000000000003
111	protein2	17.0
111	protein3	8.88
112	protein1	22.400000000000002
112	protein2	17.0
112	protein3	8.96
113	protein1	22.6
113	protein2	17.0
113	protein3	9.040000000000001
114	protein1	22.8
114	protein2	17.0
114	protein3	9.120000000000001
115	protein1	23.0
115	protein2	17.0
115	protein3	9.200000000000001
116	protein1	23.200000000000003
116	protein2	17.0
116	protein3	9.28
117	protein1	23.400000000000002
117	protein2	17.0
117	protein3	9.36
118	protein1	23.6
118	protein2	17.0
118	protein3	9.44
119	protein1	23.8
119	protein2	17.0
119	protein3	9.52
120	protein1	24.0
120	protein2	17.0
120	protein3	9.6
121	protein1	24.200000000000003
121	protein2	17.0
121	protein3	9.68
122	protein1	24.400000000000002
122	protein2	17.0
122	protein3	9.76
123	protein1	24.6
123	protein2	17.0
123	protein3	9.84
124	protein1	24.8
124	protein2	17.0
124	protein3	9.92
125	protein1	25.0
125	protein2	17.0
125	protein3	10.0
126	protein1	25.200000000000003
126	protein2	17.0
126	protein3	10.08
127	protein1	25.400000000000002
127	protein2	17.0
127	protein3	10.16
128	protein1	25.6
128	protein2	17.0
128	protein3	10.24
129	protein1	25.8
129	protein2	17.0
