time	species	transcript
1	protein1	0.12
1	protein2	0.06
1	protein3	0.03
2	protein1	0.24
2	protein2	0.12
2	protein3	0.06
3	protein1	0.36
3	protein2	0.18
3	protein3	0.09
4	protein1	0.48
4	protein2	0.24
4	protein3	0.12
5	protein1	0.6
5	protein2	0.3
5	protein3	0.15
6	protein1	0.72
6	protein2	0.36
6	protein3	0.18
7	protein1	0.84
7	protein2	0.42
7	protein3	0.21
8	protein1	0.96
8	protein2	0.48
8	protein3	0.24
9	protein1	1.08
9	protein2	0.54
9	protein3	0.27
10	protein1	1.2
10	protein2	0.6
10	protein3	0.3
11	protein1	1.3199999999999998
11	protein2	0.6599999999999999
11	protein3	0.32999999999999996
12	protein1	1.44
12	protein2	0.72
12	protein3	0.36
13	protein1	1.56
13	protein2	0.78
13	protein3	0.39
14	protein1	1.68
14	protein2	0.84
14	protein3	0.42
15	protein1	1.7999999999999998
15	protein2	0.8999999999999999
15	protein3	0.44999999999999996
16	protein1	1.92
16	protein2	0.96
16	protein3	0.48
17	protein1	2.04
17	protein2	1.02
17	protein3	0.51
18	protein1	2.16
18	protein2	1.08
18	protein3	0.54
19	protein1	2.28
19	protein2	1.14
19	protein3	0.57
20	protein1	2.4
20	protein2	1.2
20	protein3	0.6
21	protein1	2.52
21	protein2	1.26
21	protein3	0.63
22	protein1	2.6399999999999997
22	protein2	1.3199999999999998
22	protein3	0.6599999999999999
23	protein1	2.76
23	protein2	1.38
23	protein3	0.69
24	protein1	2.88
24	protein2	1.44
24	protein3	0.72
25	protein1	3.0
25	protein2	1.5
25	protein3	0.75
26	protein1	3.12
26	protein2	1.56
26	protein3	0.78
27	protein1	3.2399999999999998
27	protein2	1.6199999999999999
27	protein3	0.8099999999999999
28	protein1	3.36
28	protein2	1.68
28	protein3	0.84
29	protein1	3.48
29	protein2	1.74
29	protein3	0.87
30	protein1	3.5999999999999996
30	protein2	1.7999999999999998
30	protein3	0.8999999999999999
31	protein1	3.7199999999999998
31	protein2	1.8599999999999999
31	protein3	0.9299999999999999
32	protein1	3.84
32	protein2	1.92
32	protein3	0.96
33	protein1	3.96
33	protein2	1.98
33	protein3	0.99
34	protein1	4.08
34	protein2	2.04
34	protein3	1.02
35	protein1	4.2
35	protein2	2.1
35	protein3	1.05
36	protein1	4.32
36	protein2	2.16
36	protein3	1.08
37	protein1	4.4399999999999995
37	protein2	2.2199999999999998
37	protein3	1.1099999999999999
38	protein1	4.56
38	protein2	2.28
38	protein3	1.14
39	protein1	4.68
39	protein2	2.34
39	protein3	1.17
40	protein1	4.8
40	protein2	2.4
40	protein3	1.2
41	protein1	4.92
41	protein2	2.46
41	protein3	1.23
42	protein1	5.04
42	protein2	2.52
42	protein3	1.26
43	protein1	5.16
43	protein2	2.58
43	protein3	1.29
44	protein1	5.279999999999999
44	protein2	2.6399999999999997
44	protein3	1.3199999999999998
45	protein1	5.3999999999999995
45	protein2	2.6999999999999997
45	protein3	1.3499999999999999
46	protein1	5.52
46	protein2	2.76
46	protein3	1.38
47	protein1	5.64
47	protein2	2.82
47	protein3	1.41
48	protein1	5.76
48	protein2	2.88
48	protein3	1.44
49	protein1	5.88
49	protein2	2.94
49	protein3	1.47
50	protein1	6.0
50	protein2	3.0
50	protein3	1.5
51	protein1	6.12
51	protein2	3.06
51	protein3	1.53
52	protein1	6.24
52	protein2	3.12
52	protein3	1.56
53	protein1	6.359999999999999
53	protein2	3.1799999999999997
53	protein3	1.5899999999999999
54	protein1	6.4799999999999995
54	protein2	3.2399999999999998
54	protein3	1.6199999999999999
55	protein1	6.6
55	protein2	3.3
55	protein3	1.65
56	protein1	6.72
56	protein2	3.36
56	protein3	1.68
57	protein1	6.84
57	protein2	3.42
57	protein3	1.71
58	protein1	6.96
58	protein2	3.48
58	protein3	1.74
59	protein1	7.08
59	protein2	3.54
59	protein3	1.77
60	protein1	7.199999999999999
60	protein2	3.5999999999999996
60	protein3	1.7999999999999998
61	protein1	7.319999999999999
61	protein2	3.6599999999999997
61	protein3	1.8299999999999998
62	protein1	7.4399999999999995
62	protein2	3.7199999999999998
62	protein3	1.8599999999999999
63	protein1	7.56
63	protein2	3.78
63	protein3	1.89
64	protein1	7.68
64	protein2	3.84
64	protein3	1.92
65	protein1	7.8
65	protein2	3.9
65	protein3	1.95
66	protein1	7.92
66	protein2	3.96
66	protein3	1.98
67	protein1	8.04
67	protein2	4.02
67	protein3	2.01
68	protein1	8.16
68	protein2	4.08
68	protein3	2.04
69	protein1	8.28
69	protein2	4.14
69	protein3	2.07
70	protein1	8.4
70	protein2	4.2
70	protein3	2.1
71	protein1	8.52
71	protein2	4.26
71	protein3	2.13
72	protein1	8.64
72	protein2	4.32
72	protein3	2.16
73	protein1	8.76
73	protein2	4.38
73	protein3	2.19
74	protein1	8.879999999999999
74	protein2	4.4399999999999995
74	protein3	2.2199999999999998
75	protein1	9.0
75	protein2	4.5
75	protein3	2.25
76	protein1	9.12
76	protein2	4.56
76	protein3	2.28
77	protein1	9.24
77	protein2	4.62
77	protein3	2.31
78	protein1	9.36
78	protein2	4.68
78	protein3	2.34
79	protein1	9.48
79	protein2	4.74
79	protein3	2.37
80	protein1	9.6
80	protein2	4.8
80	protein3	2.4
81	protein1	9.719999999999999
81	protein2	4.859999999999999
81	protein3	2.4299999999999997
82	protein1	9.84
82	protein2	4.92
82	protein3	2.46
83	protein1	9.959999999999999
83	protein2	4.9799999999999995
83	protein3	2.4899999999999998
84	protein1	10.08
84	protein2	5.04
84	protein3	2.52
85	protein1	10.2
85	protein2	5.1
85	protein3	2.55
86	protein1	10.32
86	protein2	5.16
86	protein3	2.58
87	protein1	10.44
87	protein2	5.22
87	protein3	2.61
88	protein1	10.559999999999999
88	protein2	5.279999999999999
88	protein3	2.6399999999999997
89	protein1	10.68
89	protein2	5.34
89	protein3	2.67
90	protein1	10.799999999999999
90	protein2	5.3999999999999995
90	protein3	2.6999999999999997
91	protein1	10.92
91	protein2	5.46
91	protein3	2.73
92	protein1	11.04
92	protein2	5.52
92	protein3	2.76
93	protein1	11.16
93	protein2	5.58
93	protein3	2.79
94	protein1	11.28
94	protein2	5.64
94	protein3	2.82
95	protein1	11.4
95	protein2	5.7
95	protein3	2.85
96	protein1	11.52
96	protein2	5.76
96	protein3	2.88
97	protein1	11.639999999999999
97	protein2	5.819999999999999
97	protein3	2.9099999999999997
98	protein1	11.76
98	protein2	5.88
98	protein3	2.94
99	protein1	11.879999999999999
99	protein2	5.9399999999999995
99	protein3	2.9699999999999998
100	protein1	12.0
