time	species	transcript
1	protein1	0.13
1	protein2	0.08
1	protein3	0.03
2	protein1	0.26
2	protein2	0.16
2	protein3	0.06
3	protein1	0.39
3	protein2	0.24
3	protein3	0.09
4	protein1	0.52
4	protein2	0.32
4	protein3	0.12
5	protein1	0.65
5	protein2	0.4
5	protein3	0.15
6	protein1	0.78
6	protein2	0.48
6	protein3	0.18
7	protein1	0.91
7	protein2	0.56
7	protein3	0.21
8	protein1	1.04
8	protein2	0.64
8	protein3	0.24
9	protein1	1.17
9	protein2	0.72
9	protein3	0.27
10	protein1	1.3
10	protein2	0.8
10	protein3	0.3
11	protein1	1.4300000000000002
11	protein2	0.88
11	protein3	0.32999999999999996
12	protein1	1.56
12	protein2	0.96
12	protein3	0.36
13	protein1	1.69
13	protein2	1.04
13	protein3	0.39
14	protein1	1.82
14	protein2	1.12
14	protein3	0.42
15	protein1	1.9500000000000002
15	protein2	1.2
15	protein3	0.44999999999999996
16	protein1	2.08
16	protein2	1.28
16	protein3	0.48
17	protein1	2.21
17	protein2	1.36
17	protein3	0.51
18	protein1	2.34
18	protein2	1.44
18	protein3	0.54
19	protein1	2.47
19	protein2	1.52
19	protein3	0.57
20	protein1	2.6
20	protein2	1.6
20	protein3	0.6
21	protein1	2.73
21	protein2	1.68
21	protein3	0.63
22	protein1	2.8600000000000003
22	protein2	1.76
22	protein3	0.6599999999999999
23	protein1	2.99
23	protein2	1.84
23	protein3	0.69
24	protein1	3.12
24	protein2	1.92
24	protein3	0.72
25	protein1	3.25
25	protein2	2.0
25	protein3	0.75
26	protein1	3.38
26	protein2	2.08
26	protein3	0.78
27	protein1	3.5100000000000002
27	protein2	2.16
27	protein3	0.8099999999999999
28	protein1	3.64
28	protein2	2.24
28	protein3	0.84
29	protein1	3.77
29	protein2	2.32
29	protein3	0.87
30	protein1	3.9000000000000004
30	protein2	2.4
30	protein3	0.8999999999999999
31	protein1	4.03
31	protein2	2.48
31	protein3	0.9299999999999999
32	protein1	4.16
32	protein2	2.56
32	protein3	0.96
33	protein1	4.29
33	protein2	2.64
33	protein3	0.99
34	protein1	4.42
34	protein2	2.72
34	protein3	1.02
35	protein1	4.55
35	protein2	2.8000000000000003
35	protein3	1.05
36	protein1	4.68
36	protein2	2.88
36	protein3	1.08
37	protein1	4.8100000000000005
37	protein2	2.96
37	protein3	1.1099999999999999
38	protein1	4.94
38	protein2	3.04
38	protein3	1.14
39	protein1	5.07
39	protein2	3.12
39	protein3	1.17
40	protein1	5.2
40	protein2	3.2
40	protein3	1.2
41	protein1	5.33
41	protein2	3.2800000000000002
41	protein3	1.23
42	protein1	5.46
42	protein2	3.36
42	protein3	1.26
43	protein1	5.59
43	protein2	3.44
43	protein3	1.29
44	protein1	5.720000000000001
44	protein2	3.52
44	protein3	1.3199999999999998
45	protein1	5.8500000000000005
45	protein2	3.6
45	protein3	1.3499999999999999
46	protein1	5.98
46	protein2	3.68
46	protein3	1.38
47	protein1	6.11
47	protein2	3.7600000000000002
47	protein3	1.41
48	protein1	6.24
48	protein2	3.84
48	protein3	1.44
49	protein1	6.37
49	protein2	3.92
49	protein3	1.47
50	protein1	6.5
50	protein2	4.0
50	protein3	1.5
51	protein1	6.63
51	protein2	4.08
51	protein3	1.53
52	protein1	6.76
52	protein2	4.16
52	protein3	1.56
53	protein1	6.890000000000001
53	protein2	4.24
53	protein3	1.5899999999999999
54	protein1	7.0200000000000005
54	protein2	4.32
54	protein3	1.6199999999999999
55	protein1	7.15
55	protein2	4.4
55	protein3	1.65
56	protein1	7.28
56	protein2	4.48
56	protein3	1.68
57	protein1	7.41
57	protein2	4.5600000000000005
57	protein3	1.71
58	protein1	7.54
58	protein2	4.64
58	protein3	1.74
59	protein1	7.67
59	protein2	4.72
59	protein3	1.77
60	protein1	7.800000000000001
60	protein2	4.8
60	protein3	1.7999999999999998
61	protein1	7.930000000000001
61	protein2	4.88
61	protein3	1.8299999999999998
62	protein1	8.06
62	protein2	4.96
