time	species	transcript
1	protein1	0.2
1	protein2	0.18
1	protein3	0.16
1	protein4	0.14
1	protein5	0.12
1	protein6	0.1
1	protein7	0.08
1	protein8	0.06
1	protein9	0.04
1	protein10	0.02
2	protein1	0.4
2	protein2	0.36
2	protein3	0.32
2	protein4	0.28
2	protein5	0.24
2	protein6	0.2
2	protein7	0.16
2	protein8	0.12
2	protein9	0.08
2	protein10	0.04
3	protein1	0.6000000000000001
3	protein2	0.54
3	protein3	0.48
3	protein4	0.42000000000000004
3	protein5	0.36
3	protein6	0.30000000000000004
3	protein7	0.24
3	protein8	0.18
3	protein9	0.12
3	protein10	0.06
4	protein1	0.8
4	protein2	0.72
4	protein3	0.64
4	protein4	0.56
4	protein5	0.48
4	protein6	0.4
4	protein7	0.32
4	protein8	0.24
4	protein9	0.16
4	protein10	0.08
5	protein1	1.0
5	protein2	0.8999999999999999
5	protein3	0.8
5	protein4	0.7000000000000001
5	protein5	0.6
5	protein6	0.5
5	protein7	0.4
5	protein8	0.3
5	protein9	0.2
5	protein10	0.1
6	protein1	1.2000000000000002
6	protein2	1.08
6	protein3	0.96
6	protein4	0.8400000000000001
6	protein5	0.72
6	protein6	0.6000000000000001
6	protein7	0.48
6	protein8	0.36
6	protein9	0.24
6	protein10	0.12
7	protein1	1.4000000000000001
7	protein2	1.26
7	protein3	1.12
7	protein4	0.9800000000000001
7	protein5	0.84
7	protein6	0.7000000000000001
7	protein7	0.56
7	protein8	0.42
7	protein9	0.28
7	protein10	0.14
8	protein1	1.6
8	protein2	1.44
8	protein3	1.28
8	protein4	1.12
8	protein5	0.96
8	protein6	0.8
8	protein7	0.64
8	protein8	0.48
8	protein9	0.32
8	protein10	0.16
9	protein1	1.8
9	protein2	1.6199999999999999
9	protein3	1.44
9	protein4	1.2600000000000002
9	protein5	1.08
9	protein6	0.9
9	protein7	0.72
9	protein8	0.54
9	protein9	0.36
9	protein10	0.18
10	protein1	2.0
10	protein2	1.7999999999999998
10	protein3	1.6
10	protein4	1.4000000000000001
10	protein5	1.2
10	protein6	1.0
10	protein7	0.8
10	protein8	0.6
10	protein9	0.4
10	protein10	0.2
11	protein1	2.2
11	protein2	1.98
11	protein3	1.76
11	protein4	1.54
11	protein5	1.3199999999999998
11	protein6	1.1
11	protein7	0.88
11	protein8	0.6599999999999999
11	protein9	0.44
11	protein10	0.22
12	protein1	2.4000000000000004
12	protein2	2.16
12	protein3	1.92
12	protein4	1.6800000000000002
12	protein5	1.44
12	protein6	1.2000000000000002
12	protein7	0.96
12	protein8	0.72
12	protein9	0.48
12	protein10	0.24
13	protein1	2.6
13	protein2	2.34
13	protein3	2.08
13	protein4	1.8200000000000003
13	protein5	1.56
13	protein6	1.3
13	protein7	1.04
13	protein8	0.78
13	protein9	0.52
13	protein10	0.26
14	protein1	2.8000000000000003
14	protein2	2.52
14	protein3	2.24
14	protein4	1.9600000000000002
14	protein5	1.68
14	protein6	1.4000000000000001
14	protein7	1.12
14	protein8	0.84
14	protein9	0.56
14	protein10	0.28
15	protein1	3.0
15	protein2	2.6999999999999997
15	protein3	2.4
15	protein4	2.1
15	protein5	1.7999999999999998
15	protein6	1.5
15	protein7	1.2
15	protein8	0.8999999999999999
15	protein9	0.6
15	protein10	0.3
16	protein1	3.2
16	protein2	2.88
16	protein3	2.56
16	protein4	2.24
16	protein5	1.92
16	protein6	1.6
16	protein7	1.28
16	protein8	0.96
16	protein9	0.64
16	protein10	0.32
17	protein1	3.4000000000000004
17	protein2	3.06
17	protein3	2.72
17	protein4	2.3800000000000003
17	protein5	2.04
17	protein6	1.7000000000000002
17	protein7	1.36
17	protein8	1.02
17	protein9	0.68
17	protein10	0.34
18	protein1	3.6
18	protein2	3.2399999999999998
18	protein3	2.88
18	protein4	2.5200000000000005
18	protein5	2.16
18	protein6	1.8
18	protein7	1.44
18	protein8	1.08
18	protein9	0.72
18	protein10	0.36
19	protein1	3.8000000000000003
19	protein2	3.42
19	protein3	3.04
19	protein4	2.66
19	protein5	2.28
19	protein6	1.9000000000000001
19	protein7	1.52
19	protein8	1.14
19	protein9	0.76
19	protein10	0.38
20	protein1	4.0
20	protein2	3.5999999999999996
20	protein3	3.2
20	protein4	2.8000000000000003
20	protein5	2.4
20	protein6	2.0
20	protein7	1.6
20	protein8	1.2
20	protein9	0.8
20	protein10	0.4
21	protein1	4.2
21	protein2	3.78
21	protein3	3.36
21	protein4	2.9400000000000004
21	protein5	2.52
21	protein6	2.1
21	protein7	1.68
21	protein8	1.26
21	protein9	0.84
21	protein10	0.42
22	protein1	4.4
22	protein2	3.96
22	protein3	3.52
22	protein4	3.08
22	protein5	2.6399999999999997
22	protein6	2.2
22	protein7	1.76
22	protein8	1.3199999999999998
22	protein9	0.88
22	protein10	0.44
23	protein1	4.6000000000000005
23	protein2	4.14
23	protein3	3.68
23	protein4	3.22
23	protein5	2.76
23	protein6	2.3000000000000003
23	protein7	1.84
23	protein8	1.38
23	protein9	0.92
23	protein10	0.46
24	protein1	4.800000000000001
24	protein2	4.32
24	protein3	3.84
24	protein4	3.3600000000000003
24	protein5	2.88
24	protein6	2.4000000000000004
24	protein7	1.92
24	protein8	1.44
24	protein9	0.96
24	protein10	0.48
25	protein1	5.0
25	protein2	4.5
25	protein3	4.0
25	protein4	3.5000000000000004
25	protein5	3.0
25	protein6	2.5
25	protein7	2.0
25	protein8	1.5
25	protein9	1.0
25	protein10	0.5
26	protein1	5.2
26	protein2	4.68
26	protein3	4.16
26	protein4	3.6400000000000006
26	protein5	3.12
26	protein6	2.6
26	protein7	2.08
26	protein8	1.56
26	protein9	1.04
26	protein10	0.52
27	protein1	5.4
27	protein2	4.859999999999999
27	protein3	4.32
27	protein4	3.7800000000000002
27	protein5	3.2399999999999998
27	protein6	2.7
27	protein7	2.16
27	protein8	1.6199999999999999
27	protein9	1.08
27	protein10	0.54
28	protein1	5.6000000000000005
28	protein2	5.04
28	protein3	4.48
28	protein4	3.9200000000000004
28	protein5	3.36
28	protein6	2.8000000000000003
28	protein7	2.24
28	protein8	1.68
28	protein9	1.12
28	protein10	0.56
29	protein1	5.800000000000001
29	protein2	5.22
29	protein3	4.64
29	protein4	4.0600000000000005
29	protein5	3.48
29	protein6	2.9000000000000004
29	protein7	2.32
29	protein8	1.74
29	protein9	1.16
29	protein10	0.58
30	protein1	6.0
30	protein2	5.3999999999999995
30	protein3	4.8
30	protein4	4.2
30	protein5	3.5999999999999996
30	protein6	3.0
30	protein7	2.4
30	protein8	1.7999999999999998
30	protein9	1.2
30	protein10	0.6
31	protein1	6.2
31	protein2	5.58
31	protein3	4.96
31	protein4	4.340000000000001
31	protein5	3.7199999999999998
31	protein6	3.1
31	protein7	2.48
31	protein8	1.8599999999999999
31	protein9	1.24
31	protein10	0.62
32	protein1	6.4
32	protein2	5.76
32	protein3	5.12
32	protein4	4.48
32	protein5	3.84
32	protein6	3.2
32	protein7	2.56
32	protein8	1.92
32	protein9	1.28
32	protein10	0.64
33	protein1	6.6000000000000005
33	protein2	5.9399999999999995
33	protein3	5.28
33	protein4	4.62
33	protein5	3.96
33	protein6	3.3000000000000003
33	protein7	2.64
33	protein8	1.98
33	protein9	1.32
33	protein10	0.66
34	protein1	6.800000000000001
34	protein2	6.12
34	protein3	5.44
34	protein4	4.760000000000001
34	protein5	4.08
34	protein6	3.4000000000000004
34	protein7	2.72
34	protein8	2.04
34	protein9	1.36
34	protein10	0.68
35	protein1	7.0
35	protein2	6.3
35	protein3	5.6000000000000005
35	protein4	4.9
35	protein5	4.2
35	protein6	3.5
35	protein7	2.8000000000000003
35	protein8	2.1
35	protein9	1.4000000000000001
35	protein10	0.7000000000000001
36	protein1	7.2
36	protein2	6.4799999999999995
36	protein3	5.76
36	protein4	5.040000000000001
36	protein5	4.32
36	protein6	3.6
36	protein7	2.88
36	protein8	2.16
36	protein9	1.44
36	protein10	0.72
37	protein1	7.4
37	protein2	6.66
37	protein3	5.92
37	protein4	5.180000000000001
37	protein5	4.4399999999999995
37	protein6	3.7
37	protein7	2.96
37	protein8	2.2199999999999998
37	protein9	1.48
37	protein10	0.74
38	protein1	7.6000000000000005
38	protein2	6.84
38	protein3	6.08
38	protein4	5.32
38	protein5	4.56
38	protein6	3.8000000000000003
38	protein7	3.04
38	protein8	2.28
38	protein9	1.52
38	protein10	0.76
39	protein1	7.800000000000001
39	protein2	7.02
39	protein3	6.24
39	protein4	5.460000000000001
39	protein5	4.68
39	protein6	3.9000000000000004
39	protein7	3.12
39	protein8	2.34
39	protein9	1.56
39	protein10	0.78
40	protein1	8.0
40	protein2	7.199999999999999
40	protein3	6.4
40	protein4	5.6000000000000005
40	protein5	4.8
40	protein6	4.0
40	protein7	3.2
40	protein8	2.4
40	protein9	1.6
40	protein10	0.8
41	protein1	8.200000000000001
41	protein2	7.38
41	protein3	6.5600000000000005
41	protein4	5.74
41	protein5	4.92
41	protein6	4.1000000000000005
41	protein7	3.2800000000000002
41	protein8	2.46
41	protein9	1.6400000000000001
41	protein10	0.8200000000000001
42	protein1	8.4
42	protein2	7.56
42	protein3	6.72
42	protein4	5.880000000000001
42	protein5	5.04
42	protein6	4.2
42	protein7	3.36
42	protein8	2.52
42	protein9	1.68
42	protein10	0.84
43	protein1	8.6
43	protein2	7.739999999999999
43	protein3	6.88
43	protein4	6.0200000000000005
43	protein5	5.16
43	protein6	4.3
43	protein7	3.44
43	protein8	2.58
43	protein9	1.72
43	protein10	0.86
44	protein1	8.8
44	protein2	7.92
44	protein3	7.04
44	protein4	6.16
44	protein5	5.279999999999999
44	protein6	4.4
44	protein7	3.52
44	protein8	2.6399999999999997
44	protein9	1.76
44	protein10	0.88
45	protein1	9.0
45	protein2	8.1
45	protein3	7.2
45	protein4	6.300000000000001
45	protein5	5.3999999999999995
45	protein6	4.5
45	protein7	3.6
