time	species	transcript
1	protein1	0.04
1	protein2	0.12
1	protein3	0.07
2	protein1	0.08
2	protein2	0.24
2	protein3	0.14
3	protein1	0.12
3	protein2	0.36
3	protein3	0.21000000000000002
4	protein1	0.16
4	protein2	0.48
4	protein3	0.28
5	protein1	0.2
5	protein2	0.6
5	protein3	0.35000000000000003
6	protein1	0.24
6	protein2	0.72
6	protein3	0.42000000000000004
7	protein1	0.28
7	protein2	0.84
7	protein3	0.49000000000000005
8	protein1	0.32
8	protein2	0.96
8	protein3	0.56
9	protein1	0.36
9	protein2	1.08
9	protein3	0.6300000000000001
10	protein1	0.4
10	protein2	1.2
10	protein3	0.7000000000000001
11	protein1	0.44
11	protein2	1.3199999999999998
11	protein3	0.77
12	protein1	0.48
12	protein2	1.44
12	protein3	0.8400000000000001
13	protein1	0.52
13	protein2	1.56
13	protein3	0.9100000000000001
14	protein1	0.56
14	protein2	1.68
14	protein3	0.9800000000000001
15	protein1	0.6
15	protein2	1.7999999999999998
15	protein3	1.05
16	protein1	0.64
16	protein2	1.92
16	protein3	1.12
17	protein1	0.68
17	protein2	2.04
17	protein3	1.1900000000000002
18	protein1	0.72
18	protein2	2.16
18	protein3	1.2600000000000002
19	protein1	0.76
19	protein2	2.28
19	protein3	1.33
20	protein1	0.8
20	protein2	2.4
20	protein3	1.4000000000000001
21	protein1	0.84
21	protein2	2.52
21	protein3	1.4700000000000002
22	protein1	0.88
22	protein2	2.6399999999999997
22	protein3	1.54
23	protein1	0.92
23	protein2	2.76
23	protein3	1.61
24	protein1	0.96
24	protein2	2.88
24	protein3	1.6800000000000002
25	protein1	1.0
25	protein2	3.0
25	protein3	1.7500000000000002
26	protein1	1.04
26	protein2	3.12
26	protein3	1.8200000000000003
27	protein1	1.08
27	protein2	3.2399999999999998
27	protein3	1.8900000000000001
28	protein1	1.12
28	protein2	3.36
28	protein3	1.9600000000000002
29	protein1	1.16
29	protein2	3.48
29	protein3	2.0300000000000002
30	protein1	1.2
30	protein2	3.5999999999999996
30	protein3	2.1
31	protein1	1.24
31	protein2	3.7199999999999998
31	protein3	2.1700000000000004
32	protein1	1.28
32	protein2	3.84
32	protein3	2.24
33	protein1	1.32
33	protein2	3.96
33	protein3	2.31
34	protein1	1.36
34	protein2	4.08
34	protein3	2.3800000000000003
35	protein1	1.4000000000000001
35	protein2	4.2
35	protein3	2.45
36	protein1	1.44
36	protein2	4.32
36	protein3	2.5200000000000005
37	protein1	1.48
37	protein2	4.4399999999999995
37	protein3	2.5900000000000003
38	protein1	1.52
38	protein2	4.56
38	protein3	2.66
39	protein1	1.56
39	protein2	4.68
39	protein3	2.7300000000000004
40	protein1	1.6
40	protein2	4.8
40	protein3	2.8000000000000003
41	protein1	1.6400000000000001
41	protein2	4.92
41	protein3	2.87
42	protein1	1.68
42	protein2	5.04
42	protein3	2.9400000000000004
43	protein1	1.72
43	protein2	5.16
43	protein3	3.0100000000000002
44	protein1	1.76
44	protein2	5.279999999999999
44	protein3	3.08
45	protein1	1.8
45	protein2	5.3999999999999995
45	protein3	3.1500000000000004
46	protein1	1.84
46	protein2	5.52
46	protein3	3.22
47	protein1	1.8800000000000001
47	protein2	5.64
47	protein3	3.2900000000000005
48	protein1	1.92
48	protein2	5.76
48	protein3	3.3600000000000003
49	protein1	1.96
49	protein2	5.88
49	protein3	3.43
50	protein1	2.0
50	protein2	6.0
50	protein3	3.5000000000000004
51	protein1	2.04
51	protein2	6.12
51	protein3	3.5700000000000003
52	protein1	2.08
52	protein2	6.24
52	protein3	3.6400000000000006
53	protein1	2.12
53	protein2	6.359999999999999
53	protein3	3.7100000000000004
54	protein1	2.16
54	protein2	6.4799999999999995
54	protein3	3.7800000000000002
55	protein1	2.2
55	protein2	6.6
55	protein3	3.8500000000000005
56	protein1	2.24
56	protein2	6.72
56	protein3	3.9200000000000004
57	protein1	2.2800000000000002
57	protein2	6.84
57	protein3	3.99
58	protein1	2.32
58	protein2	6.96
58	protein3	4.0600000000000005
59	protein1	2.36
59	protein2	7.08
59	protein3	4.130000000000001
60	protein1	2.4
60	protein2	7.199999999999999
60	protein3	4.2
61	protein1	2.44
61	protein2	7.319999999999999
61	protein3	4.2700000000000005
62	protein1	2.48
62	protein2	7.4399999999999995
62	protein3	4.340000000000001
63	protein1	2.52
63	protein2	7.56
63	protein3	4.41
64	protein1	2.56
64	protein2	7.68
64	protein3	4.48
65	protein1	2.6
65	protein2	7.8
65	protein3	4.550000000000001
66	protein1	2.64
66	protein2	7.92
66	protein3	4.62
67	protein1	2.68
67	protein2	8.04
67	protein3	4.69
68	protein1	2.72
68	protein2	8.16
68	protein3	4.760000000000001
69	protein1	2.7600000000000002
69	protein2	8.28
69	protein3	4.83
70	protein1	2.8000000000000003
70	protein2	8.4
70	protein3	4.9
71	protein1	2.84
71	protein2	8.52
71	protein3	4.970000000000001
72	protein1	2.88
72	protein2	8.64
72	protein3	5.040000000000001
73	protein1	2.92
73	protein2	8.76
73	protein3	5.11
74	protein1	2.96
74	protein2	8.879999999999999
74	protein3	5.180000000000001
75	protein1	3.0
75	protein2	9.0
75	protein3	5.250000000000001
76	protein1	3.04
76	protein2	9.12
76	protein3	5.32
77	protein1	3.08
77	protein2	9.24
77	protein3	5.390000000000001
78	protein1	3.12
78	protein2	9.36
78	protein3	5.460000000000001
79	protein1	3.16
79	protein2	9.48
79	protein3	5.53
80	protein1	3.2
80	protein2	9.6
80	protein3	5.6000000000000005
81	protein1	3.24
81	protein2	9.719999999999999
81	protein3	5.670000000000001
82	protein1	3.2800000000000002
82	protein2	9.84
82	protein3	5.74
83	protein1	3.3200000000000003
83	protein2	9.959999999999999
83	protein3	5.8100000000000005
84	protein1	3.36
84	protein2	10.08
84	protein3	5.880000000000001
85	protein1	3.4
85	protein2	10.2
85	protein3	5.95
86	protein1	3.44
86	protein2	10.32
86	protein3	6.0200000000000005
87	protein1	3.48
87	protein2	10.44
87	protein3	6.090000000000001
88	protein1	3.52
88	protein2	10.559999999999999
88	protein3	6.16
89	protein1	3.56
89	protein2	10.68
89	protein3	6.23
90	protein1	3.6
90	protein2	10.799999999999999
90	protein3	6.300000000000001
91	protein1	3.64
91	protein2	10.92
91	protein3	6.370000000000001
92	protein1	3.68
92	protein2	11.04
92	protein3	6.44
93	protein1	3.72
93	protein2	11.16
93	protein3	6.510000000000001
94	protein1	3.7600000000000002
94	protein2	11.28
94	protein3	6.580000000000001
95	protein1	3.8000000000000003
95	protein2	11.4
95	protein3	6.65
96	protein1	3.84
96	protein2	11.52
96	protein3	6.720000000000001
97	protein1	3.88
97	protein2	11.639999999999999
97	protein3	6.790000000000001
98	protein1	3.92
98	protein2	11.76
98	protein3	6.86
99	protein1	3.96
99	protein2	11.879999999999999
99	protein3	6.930000000000001
100	protein1	4.0
100	protein2	12.0
100	protein3	7.000000000000001
101	protein1	4.0
101	protein2	12.12
101	protein3	7.000000000000001
102	protein1	4.0
102	protein2	12.24
102	protein3	7.000000000000001
103	protein1	4.0
103	protein2	12.36
103	protein3	7.000000000000001
104	protein1	4.0
104	protein2	12.48
104	protein3	7.000000000000001
105	protein1	4.0
105	protein2	12.6
105	protein3	7.000000000000001
106	protein1	4.0
106	protein2	12.719999999999999
106	protein3	7.000000000000001
107	protein1	4.0
107	protein2	12.84
107	protein3	7.000000000000001
108	protein1	4.0
108	protein2	12.959999999999999
108	protein3	7.000000000000001
109	protein1	4.0
109	protein2	13.08
109	protein3	7.000000000000001
110	protein1	4.0
110	protein2	13.2
110	protein3	7.000000000000001
111	protein1	4.0
111	protein2	13.32
111	protein3	7.000000000000001
112	protein1	4.0
112	protein2	13.44
112	protein3	7.000000000000001
113	protein1	4.0
113	protein2	13.559999999999999
113	protein3	7.000000000000001
114	protein1	4.0
114	protein2	13.68
114	protein3	7.000000000000001
115	protein1	4.0
115	protein2	13.799999999999999
115	protein3	7.000000000000001
116	protein1	4.0
116	protein2	13.92
116	protein3	7.000000000000001
117	protein1	4.0
117	protein2	14.04
117	protein3	7.000000000000001
118	protein1	4.0
118	protein2	14.16
118	protein3	7.000000000000001
119	protein1	4.0
119	protein2	14.28
119	protein3	7.000000000000001
120	protein1	4.0
120	protein2	14.399999999999999
120	protein3	7.000000000000001
121	protein1	4.0
121	protein2	14.52
121	protein3	7.000000000000001
122	protein1	4.0
122	protein2	14.639999999999999
122	protein3	7.000000000000001
123	protein1	4.0
123	protein2	14.76
123	protein3	7.000000000000001
124	protein1	4.0
124	protein2	14.879999999999999
124	protein3	7.000000000000001
125	protein1	4.0
125	protein2	15.0
125	protein3	7.000000000000001
126	protein1	4.0
126	protein2	15.12
126	protein3	7.000000000000001
127	protein1	4.0
127	protein2	15.24
127	protein3	7.000000000000001
128	protein1	4.0
128	protein2	15.36
128	protein3	7.000000000000001
129	protein1	4.0
129	protein2	15.479999999999999
129	protein3	7.000000000000001
130	protein1	4.0
130	protein2	15.6
130	protein3	7.000000000000001
131	protein1	4.0
131	protein2	15.719999999999999
131	protein3	7.000000000000001
132	protein1	4.0
132	protein2	15.84
132	protein3	7.000000000000001
133	protein1	4.0
133	protein2	15.959999999999999
133	protein3	7.000000000000001
134	protein1	4.0
134	protein2	16.08
134	protein3	7.000000000000001
135	protein1	4.0
135	protein2	16.2
135	protein3	7.000000000000001
136	protein1	4.0
