time	species	transcript
1	protein3	0.15
1	protein2	0.1
1	protein1	0.05
2	protein3	0.3
2	protein2	0.2
2	protein1	0.1
3	protein3	0.45
3	protein2	0.3
3	protein1	0.15
4	protein3	0.6
4	protein2	0.4
4	protein1	0.2
5	protein3	0.75
5	protein2	0.5
5	protein1	0.25
6	protein3	0.9
6	protein2	0.6
6	protein1	0.3
7	protein3	1.05
7	protein2	0.7
7	protein1	0.35
8	protein3	1.2
8	protein2	0.8
8	protein1	0.4
9	protein3	1.35
9	protein2	0.9
9	protein1	0.45
10	protein3	1.5
10	protein2	1
10	protein1	0.5
11	protein3	1.65
11	protein2	1.1
11	protein1	0.55
12	protein3	1.8
12	protein2	1.2
12	protein1	0.6
13	protein3	1.95
13	protein2	1.3
13	protein1	0.65
14	protein3	2.1
14	protein2	1.4
14	protein1	0.7
15	protein3	2.25
15	protein2	1.5
15	protein1	0.75
16	protein3	2.4
16	protein2	1.6
16	protein1	0.8
17	protein3	2.55
17	protein2	1.7
17	protein1	0.85
18	protein3	2.7
18	protein2	1.8
18	protein1	0.9
19	protein3	2.85
19	protein2	1.9
19	protein1	0.95
20	protein3	3
20	protein2	2
20	protein1	1
21	protein3	3.15
21	protein2	2.1
21	protein1	1.05
22	protein3	3.3
22	protein2	2.2
22	protein1	1.1
23	protein3	3.45
23	protein2	2.3
23	protein1	1.15
24	protein3	3.6
24	protein2	2.4
24	protein1	1.2
25	protein3	3.75
25	protein2	2.5
25	protein1	1.25
26	protein3	3.9
26	protein2	2.6
26	protein1	1.3
27	protein3	4.05
27	protein2	2.7
27	protein1	1.35
28	protein3	4.2
28	protein2	2.8
28	protein1	1.4
29	protein3	4.35
29	protein2	2.9
29	protein1	1.45
30	protein3	4.5
30	protein2	3
30	protein1	1.5
31	protein3	4.65
31	protein2	3.1
31	protein1	1.55
32	protein3	4.8
32	protein2	3.2
32	protein1	1.6
33	protein3	4.95
33	protein2	3.3
33	protein1	1.65
34	protein3	5.1
34	protein2	3.4
34	protein1	1.7
35	protein3	5.25
35	protein2	3.5
35	protein1	1.75
36	protein3	5.4
36	protein2	3.6
36	protein1	1.8
37	protein3	5.55
37	protein2	3.7
37	protein1	1.85
38	protein3	5.7
38	protein2	3.8
38	protein1	1.9
39	protein3	5.85
39	protein2	3.9
39	protein1	1.95
40	protein3	6
40	protein2	4
40	protein1	2
41	protein3	6.15
41	protein2	4.1
41	protein1	2.05
42	protein3	6.3
42	protein2	4.2
42	protein1	2.1
43	protein3	6.45
43	protein2	4.3
43	protein1	2.15
44	protein3	6.6
44	protein2	4.4
44	protein1	2.2
45	protein3	6.75
45	protein2	4.5
45	protein1	2.25
46	protein3	6.9
46	protein2	4.6
46	protein1	2.3
47	protein3	7.05
47	protein2	4.7
47	protein1	2.35
48	protein3	7.2
48	protein2	4.8
48	protein1	2.4
49	protein3	7.35
49	protein2	4.9
49	protein1	2.45
50	protein3	7.5
50	protein2	5
50	protein1	2.5
51	protein3	7.65
51	protein2	5.1
51	protein1	2.55
52	protein3	7.8
52	protein2	5.2
52	protein1	2.6
53	protein3	7.95
53	protein2	5.3
53	protein1	2.65
54	protein3	8.1
54	protein2	5.4
54	protein1	2.7
55	protein3	8.25
55	protein2	5.5
55	protein1	2.75
56	protein3	8.4
56	protein2	5.6
56	protein1	2.8
57	protein3	8.55
57	protein2	5.7
57	protein1	2.85
58	protein3	8.7
58	protein2	5.8
58	protein1	2.9
59	protein3	8.85
59	protein2	5.9
59	protein1	2.95
60	protein3	9
60	protein2	6
60	protein1	3
61	protein3	9.15
61	protein2	6.1
61	protein1	3.05
62	protein3	9.3
62	protein2	6.2
62	protein1	3.1
63	protein3	9.45
63	protein2	6.3
63	protein1	3.15
64	protein3	9.6
64	protein2	6.4
64	protein1	3.2
65	protein3	9.75
65	protein2	6.5
65	protein1	3.25
66	protein3	9.9
66	protein2	6.6
66	protein1	3.3
67	protein3	10.05
67	protein2	6.7
67	protein1	3.35
68	protein3	10.2
68	protein2	6.8
68	protein1	3.4
69	protein3	10.35
69	protein2	6.9
69	protein1	3.45
70	protein3	10.5
70	protein2	7
70	protein1	3.5
71	protein3	10.65
71	protein2	7.1
71	protein1	3.55
72	protein3	10.8
72	protein2	7.2
72	protein1	3.6
73	protein3	10.95
73	protein2	7.3
73	protein1	3.65
74	protein3	11.1
74	protein2	7.4
74	protein1	3.7
75	protein3	11.25
75	protein2	7.5
75	protein1	3.75
76	protein3	11.4
76	protein2	7.6
76	protein1	3.8
77	protein3	11.55
77	protein2	7.7
77	protein1	3.85
78	protein3	11.7
78	protein2	7.8
78	protein1	3.9
79	protein3	11.85
79	protein2	7.9
79	protein1	3.95
80	protein3	12
80	protein2	8
80	protein1	4
81	protein3	12.15
81	protein2	8.1
81	protein1	4.05
82	protein3	12.3
82	protein2	8.2
82	protein1	4.1
83	protein3	12.45
83	protein2	8.3
83	protein1	4.15
84	protein3	12.6
84	protein2	8.4
84	protein1	4.2
85	protein3	12.75
85	protein2	8.5
85	protein1	4.25
86	protein3	12.9
86	protein2	8.6
86	protein1	4.3
87	protein3	13.05
87	protein2	8.7
87	protein1	4.35
88	protein3	13.2
88	protein2	8.8
88	protein1	4.4
89	protein3	13.35
89	protein2	8.9
89	protein1	4.45
90	protein3	13.5
90	protein2	9
90	protein1	4.5
91	protein3	13.65
91	protein2	9.1
91	protein1	4.55
92	protein3	13.8
92	protein2	9.2
92	protein1	4.6
93	protein3	13.95
93	protein2	9.3
93	protein1	4.65
94	protein3	14.1
94	protein2	9.4
94	protein1	4.7
95	protein3	14.25
95	protein2	9.5
95	protein1	4.75
96	protein3	14.4
96	protein2	9.6
96	protein1	4.8
97	protein3	14.55
97	protein2	9.7
97	protein1	4.85
98	protein3	14.7
98	protein2	9.8
98	protein1	4.9
99	protein3	14.85
99	protein2	9.9
99	protein1	4.95
100	protein3	15
100	protein2	10
100	protein1	5
101	protein3	15.15
101	protein2	10.1
101	protein1	5.05
102	protein3	15.3
102	protein2	10.2
102	protein1	5.1
103	protein3	15.45
103	protein2	10.3
103	protein1	5.15
104	protein3	15.6
104	protein2	10.4
104	protein1	5.2
105	protein3	15.75
105	protein2	10.5
105	protein1	5.25
106	protein3	15.9
106	protein2	10.6
106	protein1	5.3
107	protein3	16.05
107	protein2	10.7
107	protein1	5.35
108	protein3	16.2
108	protein2	10.8
108	protein1	5.4
109	protein3	16.35
109	protein2	10.9
109	protein1	5.45
110	protein3	16.5
110	protein2	11
110	protein1	5.5
111	protein3	16.65
111	protein2	11.1
111	protein1	5.55
112	protein3	16.8
112	protein2	11.2
112	protein1	5.6
113	protein3	16.95
113	protein2	11.3
113	protein1	5.65
114	protein3	17.1
114	protein2	11.4
114	protein1	5.7
115	protein3	17.25
115	protein2	11.5
115	protein1	5.75
116	protein3	17.4
116	protein2	11.6
116	protein1	5.8
117	protein3	17.55
117	protein2	11.7
117	protein1	5.85
118	protein3	17.7
118	protein2	11.8
118	protein1	5.9
119	protein3	17.85
119	protein2	11.9
119	protein1	5.95
120	protein3	18
120	protein2	12
120	protein1	6
121	protein3	18.15
121	protein2	12.1
121	protein1	6.05
122	protein3	18.3
122	protein2	12.2
122	protein1	6.1
123	protein3	18.45
123	protein2	12.3
123	protein1	6.15
124	protein3	18.6
124	protein2	12.4
124	protein1	6.2
125	protein3	18.75
125	protein2	12.5
125	protein1	6.25
126	protein3	18.9
126	protein2	12.6
126	protein1	6.3
127	protein3	19.05
127	protein2	12.7
127	protein1	6.35
128	protein3	19.2
128	protein2	12.8
128	protein1	6.4
129	protein3	19.35
129	protein2	12.9
129	protein1	6.45
130	protein3	19.5
130	protein2	13
130	protein1	6.5
131	protein3	19.65
131	protein2	13.1
131	protein1	6.55
132	protein3	19.8
132	protein2	13.2
132	protein1	6.6
133	protein3	19.95
133	protein2	13.3
133	protein1	6.65
134	protein3	20.1
134	protein2	13.4
134	protein1	6.7
135	protein3	20.25
135	protein2	13.5
135	protein1	6.75
136	protein3	20.4
136	protein2	13.6
136	protein1	6.8
137	protein3	20.55
137	protein2	13.7
137	protein1	6.85
138	protein3	20.7
138	protein2	13.8
138	protein1	6.9
139	protein3	20.85
139	protein2	13.9
139	protein1	6.95
140	protein3	21
140	protein2	14
140	protein1	7
141	protein3	21.15
141	protein2	14.1
141	protein1	7.05
142	protein3	21.3
142	protein2	14.2
142	protein1	7.1
143	protein3	21.45
143	protein2	14.3
143	protein1	7.15
144	protein3	21.6
144	protein2	14.4
144	protein1	7.2
145	protein3	21.75
145	protein2	14.5
145	protein1	7.25
146	protein3	21.9
146	protein2	14.6
146	protein1	7.3
147	protein3	22.05
147	protein2	14.7
147	protein1	7.35
148	protein3	22.2
148	protein2	14.8
148	protein1	7.4
149	protein3	22.35
149	protein2	14.9
149	protein1	7.45
150	protein3	22.5
150	protein2	15
150	protein1	7.5
151	protein3	22.5
151	protein2	15
151	protein1	7.55
152	protein3	22.5
152	protein2	15
152	protein1	7.6
153	protein3	22.5
153	protein2	15
153	protein1	7.65
154	protein3	22.5
154	protein2	15
154	protein1	7.7
155	protein3	22.5
155	protein2	15
155	protein1	7.75
156	protein3	22.5
156	protein2	15
156	protein1	7.8
157	protein3	22.5
157	protein2	15
157	protein1	7.85
158	protein3	22.5
158	protein2	15
158	protein1	7.9
159	protein3	22.5
159	protein2	15
159	protein1	7.95
160	protein3	22.5
160	protein2	15
160	protein1	8
161	protein3	22.5
161	protein2	15
161	protein1	8.05
162	protein3	22.5
162	protein2	15
162	protein1	8.1
163	protein3	22.5
163	protein2	15
163	protein1	8.15
164	protein3	22.5
164	protein2	15
164	protein1	8.2
165	protein3	22.5
165	protein2	15
165	protein1	8.25
166	protein3	22.5
166	protein2	15
166	protein1	8.3
167	protein3	22.5
167	protein2	15
167	protein1	8.35
168	protein3	22.5
168	protein2	15
168	protein1	8.4
169	protein3	22.5
169	protein2	15
169	protein1	8.45
170	protein3	22.5
170	protein2	15
170	protein1	8.5
171	protein3	22.5
171	protein2	15
171	protein1	8.55
172	protein3	22.5
172	protein2	15
172	protein1	8.6
173	protein3	22.5
173	protein2	15
173	protein1	8.65
174	protein3	22.5
174	protein2	15
174	protein1	8.7
175	protein3	22.5
175	protein2	15
175	protein1	8.75
176	protein3	22.5
176	protein2	15
176	protein1	8.8
177	protein3	22.5
177	protein2	15
177	protein1	8.85
178	protein3	22.5
178	protein2	15
178	protein1	8.9
179	protein3	22.5
179	protein2	15
179	protein1	8.95
180	protein3	22.5
180	protein2	15
180	protein1	9
181	protein3	22.5
181	protein2	15
181	protein1	9.05
182	protein3	22.5
182	protein2	15
182	protein1	9.1
183	protein3	22.5
183	protein2	15
183	protein1	9.15
184	protein3	22.5
184	protein2	15
184	protein1	9.2
185	protein3	22.5
185	protein2	15
185	protein1	9.25
186	protein3	22.5
186	protein2	15
186	protein1	9.3
187	protein3	22.5
187	protein2	15
187	protein1	9.35
188	protein3	22.5
188	protein2	15
188	protein1	9.4
189	protein3	22.5
189	protein2	15
189	protein1	9.45
190	protein3	22.5
190	protein2	15
190	protein1	9.5
191	protein3	22.5
191	protein2	15
191	protein1	9.55
192	protein3	22.5
192	protein2	15
192	protein1	9.6
193	protein3	22.5
193	protein2	15
193	protein1	9.65
194	protein3	22.5
194	protein2	15
194	protein1	9.7
195	protein3	22.5
195	protein2	15
195	protein1	9.75
196	protein3	22.5
196	protein2	15
196	protein1	9.8
197	protein3	22.5
197	protein2	15
197	protein1	9.85
198	protein3	22.5
198	protein2	15
198	protein1	9.9
199	protein3	22.5
199	protein2	15
199	protein1	9.95
200	protein3	22.5
200	protein2	15
200	protein1	10
201	protein3	22.5
201	protein2	15
201	protein1	10.05
202	protein3	22.5
202	protein2	15
202	protein1	10.1
203	protein3	22.5
203	protein2	15
203	protein1	10.15
204	protein3	22.5
204	protein2	15
204	protein1	10.2
205	protein3	22.5
205	protein2	15
205	protein1	10.25
206	protein3	22.5
206	protein2	15
206	protein1	10.3
207	protein3	22.5
207	protein2	15
207	protein1	10.35
208	protein3	22.5
208	protein2	15
208	protein1	10.4
209	protein3	22.5
209	protein2	15
209	protein1	10.45
210	protein3	22.5
210	protein2	15
210	protein1	10.5
211	protein3	22.5
211	protein2	15
211	protein1	10.55
212	protein3	22.5
212	protein2	15
212	protein1	10.6
213	protein3	22.5
213	protein2	15
213	protein1	10.65
214	protein3	22.5
214	protein2	15
214	protein1	10.7
215	protein3	22.5
215	protein2	15
215	protein1	10.75
216	protein3	22.5
216	protein2	15
216	protein1	10.8
217	protein3	22.5
217	protein2	15
217	protein1	10.85
218	protein3	22.5
218	protein2	15
218	protein1	10.9
219	protein3	22.5
219	protein2	15
219	protein1	10.95
220	protein3	22.5
220	protein2	15
220	protein1	11
221	protein3	22.5
221	protein2	15
221	protein1	11.05
222	protein3	22.5
222	protein2	15
222	protein1	11.1
223	protein3	22.5
223	protein2	15
223	protein1	11.15
224	protein3	22.5
224	protein2	15
224	protein1	11.2
225	protein3	22.5
225	protein2	15
225	protein1	11.25
226	protein3	22.5
226	protein2	15
226	protein1	11.3
227	protein3	22.5
227	protein2	14.95
227	protein1	11.35
228	protein3	22.5
228	protein2	14.9
228	protein1	11.4
229	protein3	22.5
229	protein2	14.85
229	protein1	11.45
230	protein3	22.5
230	protein2	14.8
230	protein1	11.5
231	protein3	22.5
231	protein2	14.75
231	protein1	11.55
232	protein3	22.5
232	protein2	14.7
232	protein1	11.6
233	protein3	22.5
233	protein2	14.65
233	protein1	11.65
234	protein3	22.5
234	protein2	14.6
234	protein1	11.7
235	protein3	22.5
235	protein2	14.55
235	protein1	11.75
236	protein3	22.5
236	protein2	14.5
236	protein1	11.8
237	protein3	22.5
237	protein2	14.45
237	protein1	11.85
238	protein3	22.5
238	protein2	14.4
238	protein1	11.9
239	protein3	22.5
239	protein2	14.35
239	protein1	11.95
240	protein3	22.5
240	protein2	14.3
240	protein1	12
241	protein3	22.5
241	protein2	14.25
241	protein1	12.05
242	protein3	22.5
242	protein2	14.2
242	protein1	12.1
243	protein3	22.5
243	protein2	14.15
243	protein1	12.15
244	protein3	22.5
244	protein2	14.1
244	protein1	12.2
245	protein3	22.5
245	protein2	14.05
245	protein1	12.25
246	protein3	22.5
246	protein2	14
246	protein1	12.3
247	protein3	22.5
247	protein2	13.95
247	protein1	12.35
248	protein3	22.5
248	protein2	13.9
248	protein1	12.4
249	protein3	22.5
249	protein2	13.85
249	protein1	12.45
250	protein3	22.5
250	protein2	13.8
250	protein1	12.5
251	protein3	22.5
251	protein2	13.75
251	protein1	12.55
252	protein3	22.5
252	protein2	13.7
252	protein1	12.6
253	protein3	22.5
253	protein2	13.65
253	protein1	12.65
254	protein3	22.5
254	protein2	13.6
254	protein1	12.7
255	protein3	22.5
255	protein2	13.55
255	protein1	12.75
256	protein3	22.5
256	protein2	13.5
256	protein1	12.8
257	protein3	22.5
257	protein2	13.45
257	protein1	12.85
258	protein3	22.5
258	protein2	13.4
258	protein1	12.9
259	protein3	22.5
259	protein2	13.35
259	protein1	12.95
260	protein3	22.5
260	protein2	13.3
260	protein1	13
261	protein3	22.5
261	protein2	13.25
261	protein1	13.05
262	protein3	22.5
262	protein2	13.2
262	protein1	13.1
263	protein3	22.5
263	protein2	13.15
263	protein1	13.15
264	protein3	22.5
264	protein2	13.1
264	protein1	13.2
265	protein3	22.5
265	protein2	13.05
265	protein1	13.25
266	protein3	22.5
266	protein2	13
266	protein1	13.3
267	protein3	22.5
267	protein2	12.95
267	protein1	13.35
268	protein3	22.5
268	protein2	12.9
268	protein1	13.4
269	protein3	22.5
269	protein2	12.85
269	protein1	13.45
270	protein3	22.5
270	protein2	12.8
270	protein1	13.5
271	protein3	22.5
271	protein2	12.75
271	protein1	13.55
272	protein3	22.5
272	protein2	12.7
272	protein1	13.6
273	protein3	22.5
273	protein2	12.65
273	protein1	13.65
274	protein3	22.5
274	protein2	12.6
274	protein1	13.7
275	protein3	22.5
275	protein2	12.55
275	protein1	13.75
276	protein3	22.5
276	protein2	12.5
276	protein1	13.8
277	protein3	22.5
277	protein2	12.45
277	protein1	13.85
278	protein3	22.5
278	protein2	12.4
278	protein1	13.9
279	protein3	22.5
279	protein2	12.35
279	protein1	13.95
280	protein3	22.5
280	protein2	12.3
280	protein1	14
281	protein3	22.5
281	protein2	12.25
281	protein1	14.05
282	protein3	22.5
282	protein2	12.2
282	protein1	14.1
283	protein3	22.5
283	protein2	12.15
283	protein1	14.15
284	protein3	22.5
284	protein2	12.1
284	protein1	14.2
285	protein3	22.5
285	protein2	12.05
285	protein1	14.25
286	protein3	22.5
286	protein2	12
286	protein1	14.3
287	protein3	22.5
287	protein2	11.95
287	protein1	14.35
288	protein3	22.5
288	protein2	11.9
288	protein1	14.4
289	protein3	22.5
289	protein2	11.85
289	protein1	14.45
290	protein3	22.5
290	protein2	11.8
290	protein1	14.5
291	protein3	22.5
291	protein2	11.75
291	protein1	14.55
292	protein3	22.5
292	protein2	11.7
292	protein1	14.6
293	protein3	22.5
293	protein2	11.65
293	protein1	14.65
294	protein3	22.5
294	protein2	11.6
294	protein1	14.7
295	protein3	22.5
295	protein2	11.55
295	protein1	14.75
296	protein3	22.5
296	protein2	11.5
296	protein1	14.8
297	protein3	22.5
297	protein2	11.45
297	protein1	14.85
298	protein3	22.5
298	protein2	11.4
298	protein1	14.9
299	protein3	22.5
299	protein2	11.35
299	protein1	14.95
300	protein3	22.5
300	protein2	11.3
300	protein1	15
