time	species	transcript
1	protein1	0.12
1	protein2	0.04
1	protein3	0.07
2	protein1	0.24
2	protein2	0.08
2	protein3	0.14
3	protein1	0.36
3	protein2	0.12
3	protein3	0.21000000000000002
4	protein1	0.48
4	protein2	0.16
4	protein3	0.28
5	protein1	0.6
5	protein2	0.2
5	protein3	0.35000000000000003
6	protein1	0.72
6	protein2	0.24
6	protein3	0.42000000000000004
7	protein1	0.84
7	protein2	0.28
7	protein3	0.49000000000000005
8	protein1	0.96
8	protein2	0.32
8	protein3	0.56
9	protein1	1.08
9	protein2	0.36
9	protein3	0.6300000000000001
10	protein1	1.2
10	protein2	0.4
10	protein3	0.7000000000000001
11	protein1	1.3199999999999998
11	protein2	0.44
11	protein3	0.77
12	protein1	1.44
12	protein2	0.48
12	protein3	0.8400000000000001
13	protein1	1.56
13	protein2	0.52
13	protein3	0.9100000000000001
14	protein1	1.68
14	protein2	0.56
14	protein3	0.9800000000000001
15	protein1	1.7999999999999998
15	protein2	0.6
15	protein3	1.05
16	protein1	1.92
16	protein2	0.64
16	protein3	1.12
17	protein1	2.04
17	protein2	0.68
17	protein3	1.1900000000000002
18	protein1	2.16
18	protein2	0.72
18	protein3	1.2600000000000002
19	protein1	2.28
19	protein2	0.76
19	protein3	1.33
20	protein1	2.4
20	protein2	0.8
20	protein3	1.4000000000000001
21	protein1	2.52
21	protein2	0.84
21	protein3	1.4700000000000002
22	protein1	2.6399999999999997
22	protein2	0.88
22	protein3	1.54
23	protein1	2.76
23	protein2	0.92
23	protein3	1.61
24	protein1	2.88
24	protein2	0.96
24	protein3	1.6800000000000002
25	protein1	3.0
25	protein2	1.0
25	protein3	1.7500000000000002
26	protein1	3.12
26	protein2	1.04
26	protein3	1.8200000000000003
27	protein1	3.2399999999999998
27	protein2	1.08
27	protein3	1.8900000000000001
28	protein1	3.36
28	protein2	1.12
28	protein3	1.9600000000000002
29	protein1	3.48
29	protein2	1.16
29	protein3	2.0300000000000002
30	protein1	3.5999999999999996
30	protein2	1.2
30	protein3	2.1
31	protein1	3.7199999999999998
31	protein2	1.24
31	protein3	2.1700000000000004
32	protein1	3.84
32	protein2	1.28
32	protein3	2.24
33	protein1	3.96
33	protein2	1.32
33	protein3	2.31
34	protein1	4.08
34	protein2	1.36
34	protein3	2.3800000000000003
35	protein1	4.2
35	protein2	1.4000000000000001
35	protein3	2.45
36	protein1	4.32
36	protein2	1.44
36	protein3	2.5200000000000005
37	protein1	4.4399999999999995
37	protein2	1.48
37	protein3	2.5900000000000003
38	protein1	4.56
38	protein2	1.52
38	protein3	2.66
39	protein1	4.68
39	protein2	1.56
39	protein3	2.7300000000000004
40	protein1	4.8
40	protein2	1.6
40	protein3	2.8000000000000003
41	protein1	4.92
41	protein2	1.6400000000000001
