time	species	transcript
1	protein1	0.2
1	protein2	0.12
1	protein3	0.04
2	protein1	0.4
2	protein2	0.24
2	protein3	0.08
3	protein1	0.6000000000000001
3	protein2	0.36
3	protein3	0.12
4	protein1	0.8
4	protein2	0.48
4	protein3	0.16
5	protein1	1.0
5	protein2	0.6
5	protein3	0.2
6	protein1	1.2000000000000002
6	protein2	0.72
6	protein3	0.24
7	protein1	1.4000000000000001
7	protein2	0.84
7	protein3	0.28
8	protein1	1.6
8	protein2	0.96
8	protein3	0.32
9	protein1	1.8
9	protein2	1.08
9	protein3	0.36
10	protein1	2.0
10	protein2	1.2
10	protein3	0.4
11	protein1	2.2
11	protein2	1.3199999999999998
11	protein3	0.44
12	protein1	2.4000000000000004
12	protein2	1.44
12	protein3	0.48
13	protein1	2.6
13	protein2	1.56
13	protein3	0.52
14	protein1	2.8000000000000003
14	protein2	1.68
14	protein3	0.56
15	protein1	3.0
15	protein2	1.7999999999999998
15	protein3	0.6
16	protein1	3.2
16	protein2	1.92
16	protein3	0.64
17	protein1	3.4000000000000004
17	protein2	2.04
17	protein3	0.68
18	protein1	3.6
18	protein2	2.16
18	protein3	0.72
19	protein1	3.8000000000000003
19	protein2	2.28
19	protein3	0.76
20	protein1	4.0
20	protein2	2.4
20	protein3	0.8
21	protein1	4.2
21	protein2	2.52
21	protein3	0.84
22	protein1	4.4
22	protein2	2.6399999999999997
22	protein3	0.88
23	protein1	4.6000000000000005
23	protein2	2.76
23	protein3	0.92
24	protein1	4.800000000000001
24	protein2	2.88
24	protein3	0.96
25	protein1	5.0
25	protein2	3.0
25	protein3	1.0
26	protein1	5.2
26	protein2	3.12
26	protein3	1.04
27	protein1	5.4
27	protein2	3.2399999999999998
27	protein3	1.08
28	protein1	5.6000000000000005
28	protein2	3.36
28	protein3	1.12
29	protein1	5.800000000000001
29	protein2	3.48
29	protein3	1.16
30	protein1	6.0
30	protein2	3.5999999999999996
30	protein3	1.2
31	protein1	6.2
31	protein2	3.7199999999999998
31	protein3	1.24
32	protein1	6.4
32	protein2	3.84
32	protein3	1.28
33	protein1	6.6000000000000005
33	protein2	3.96
33	protein3	1.32
34	protein1	6.800000000000001
34	protein2	4.08
34	protein3	1.36
35	protein1	7.0
35	protein2	4.2
35	protein3	1.4000000000000001
36	protein1	7.2
36	protein2	4.32
36	protein3	1.44
37	protein1	7.4
37	protein2	4.4399999999999995
37	protein3	1.48
38	protein1	7.6000000000000005
38	protein2	4.56
38	protein3	1.52
39	protein1	7.800000000000001
39	protein2	4.68
39	protein3	1.56
40	protein1	8.0
40	protein2	4.8
40	protein3	1.6
41	protein1	8.200000000000001
41	protein2	4.92
41	protein3	1.6400000000000001
42	protein1	8.4
42	protein2	5.04
42	protein3	1.68
43	protein1	8.6
43	protein2	5.16
43	protein3	1.72
44	protein1	8.8
44	protein2	5.279999999999999
44	protein3	1.76
45	protein1	9.0
45	protein2	5.3999999999999995
45	protein3	1.8
46	protein1	9.200000000000001
46	protein2	5.52
46	protein3	1.84
47	protein1	9.4
47	protein2	5.64
47	protein3	1.8800000000000001
48	protein1	9.600000000000001
48	protein2	5.76
48	protein3	1.92
49	protein1	9.8
49	protein2	5.88
49	protein3	1.96
50	protein1	10.0
50	protein2	6.0
50	protein3	2.0
51	protein1	10.200000000000001
51	protein2	6.12
51	protein3	2.04
52	protein1	10.4
52	protein2	6.24
52	protein3	2.08
53	protein1	10.600000000000001
53	protein2	6.359999999999999
53	protein3	2.12
54	protein1	10.8
54	protein2	6.4799999999999995
54	protein3	2.16
55	protein1	11.0
55	protein2	6.6
55	protein3	2.2
56	protein1	11.200000000000001
56	protein2	6.72
56	protein3	2.24
57	protein1	11.4
57	protein2	6.84
57	protein3	2.2800000000000002
58	protein1	11.600000000000001
58	protein2	6.96
58	protein3	2.32
59	protein1	11.8
59	protein2	7.08
59	protein3	2.36
60	protein1	12.0
60	protein2	7.199999999999999
60	protein3	2.4
61	protein1	12.200000000000001
61	protein2	7.319999999999999
61	protein3	2.44
62	protein1	12.4
62	protein2	7.4399999999999995
62	protein3	2.48
63	protein1	12.600000000000001
63	protein2	7.56
63	protein3	2.52
64	protein1	12.8
64	protein2	7.68
64	protein3	2.56
65	protein1	13.0
65	protein2	7.8
65	protein3	2.6
66	protein1	13.200000000000001
66	protein2	7.92
66	protein3	2.64
67	protein1	13.4
67	protein2	8.04
67	protein3	2.68
68	protein1	13.600000000000001
68	protein2	8.16
68	protein3	2.72
69	protein1	13.8
69	protein2	8.28
69	protein3	2.7600000000000002
70	protein1	14.0
70	protein2	8.4
70	protein3	2.8000000000000003
71	protein1	14.200000000000001
71	protein2	8.52
71	protein3	2.84
72	protein1	14.4
72	protein2	8.64
72	protein3	2.88
73	protein1	14.600000000000001
73	protein2	8.76
73	protein3	2.92
74	protein1	14.8
74	protein2	8.879999999999999
74	protein3	2.96
75	protein1	15.0
75	protein2	9.0
75	protein3	3.0
76	protein1	15.200000000000001
