time	species	transcript
1	protein1	0.3
1	protein2	0.4
1	protein3	0.2
2	protein1	0.6
2	protein2	0.8
2	protein3	0.4
3	protein1	0.9
3	protein2	1.2
3	protein3	0.6
4	protein1	1.2
4	protein2	1.6
4	protein3	0.8
5	protein1	1.5
5	protein2	2
5	protein3	1
6	protein1	1.8
6	protein2	2.4
6	protein3	1.2
7	protein1	2.1
7	protein2	2.8
7	protein3	1.4
8	protein1	2.4
8	protein2	3.2
8	protein3	1.6
9	protein1	2.7
9	protein2	3.6
9	protein3	1.8
10	protein1	3
10	protein2	4
10	protein3	2
11	protein1	3.3
11	protein2	4.4
11	protein3	2.2
12	protein1	3.6
12	protein2	4.8
12	protein3	2.4
13	protein1	3.9
13	protein2	5.2
13	protein3	2.6
14	protein1	4.2
14	protein2	5.6
14	protein3	2.8
15	protein1	4.5
15	protein2	6
15	protein3	3
16	protein1	4.8
16	protein2	6.4
16	protein3	3.2
17	protein1	5.1
17	protein2	6.8
17	protein3	3.4
18	protein1	5.4
18	protein2	7.2
18	protein3	3.6
19	protein1	5.7
19	protein2	7.6
19	protein3	3.8
20	protein1	6
20	protein2	8
20	protein3	4
21	protein1	6.3
21	protein2	8.4
21	protein3	4.2
22	protein1	6.6
22	protein2	8.8
22	protein3	4.4
23	protein1	6.9
23	protein2	9.2
23	protein3	4.6
24	protein1	7.2
24	protein2	9.6
24	protein3	4.8
25	protein1	7.5
25	protein2	10
25	protein3	5
26	protein1	7.8
26	protein2	10.4
26	protein3	5.2
27	protein1	8.1
27	protein2	10.8
27	protein3	5.4
28	protein1	8.4
28	protein2	11.2
28	protein3	5.6
29	protein1	8.7
29	protein2	11.6
29	protein3	5.8
30	protein1	9
30	protein2	12
30	protein3	6
31	protein1	9.3
31	protein2	12.4
31	protein3	6.2
32	protein1	9.6
32	protein2	12.8
32	protein3	6.4
33	protein1	9.9
33	protein2	13.2
33	protein3	6.6
34	protein1	10.2
34	protein2	13.6
34	protein3	6.8
35	protein1	10.5
35	protein2	14
35	protein3	7
36	protein1	10.8
36	protein2	14.4
36	protein3	7.2
37	protein1	11.1
37	protein2	14.8
37	protein3	7.4
38	protein1	11.4
38	protein2	15.2
38	protein3	7.6
39	protein1	11.7
39	protein2	15.6
39	protein3	7.8
40	protein1	12
40	protein2	16
40	protein3	8
41	protein1	12.3
41	protein2	16.4
41	protein3	8.2
42	protein1	12.6
42	protein2	16.8
42	protein3	8.4
43	protein1	12.9
43	protein2	17.2
43	protein3	8.6
44	protein1	13.2
44	protein2	17.6
44	protein3	8.8
45	protein1	13.5
45	protein2	18
45	protein3	9
46	protein1	13.8
46	protein2	18.4
46	protein3	9.2
47	protein1	14.1
47	protein2	18.8
47	protein3	9.4
48	protein1	14.4
48	protein2	19.2
48	protein3	9.6
49	protein1	14.7
49	protein2	19.6
49	protein3	9.8
50	protein1	15
50	protein2	20
50	protein3	10
51	protein1	15.3
51	protein2	20.4
51	protein3	10.2
52	protein1	15.6
52	protein2	20.8
52	protein3	10.4
53	protein1	15.9
53	protein2	21.2
53	protein3	10.6
54	protein1	16.2
54	protein2	21.6
54	protein3	10.8
55	protein1	16.5
55	protein2	22
55	protein3	11
56	protein1	16.8
56	protein2	22.4
56	protein3	11.2
57	protein1	17.1
57	protein2	22.8
57	protein3	11.4
58	protein1	17.4
58	protein2	23.2
58	protein3	11.6
59	protein1	17.7
59	protein2	23.6
59	protein3	11.8
60	protein1	18
60	protein2	24
60	protein3	12
61	protein1	18.3
61	protein2	24.4
61	protein3	12.2
62	protein1	18.6
62	protein2	24.8
62	protein3	12.4
63	protein1	18.9
63	protein2	25.2
63	protein3	12.6
64	protein1	19.2
64	protein2	25.6
64	protein3	12.8
65	protein1	19.5
65	protein2	26
65	protein3	13
66	protein1	19.8
66	protein2	26.4
66	protein3	13.2
67	protein1	20.1
67	protein2	26.8
67	protein3	13.4
68	protein1	20.4
68	protein2	27.2
68	protein3	13.6
69	protein1	20.7
69	protein2	27.6
69	protein3	13.8
70	protein1	21
70	protein2	28
70	protein3	14
71	protein1	21.3
71	protein2	28.4
71	protein3	14.2
72	protein1	21.6
72	protein2	28.8
72	protein3	14.4
73	protein1	21.9
73	protein2	29.2
73	protein3	14.6
74	protein1	22.2
74	protein2	29.6
74	protein3	14.8
75	protein1	22.5
75	protein2	30
75	protein3	15
76	protein1	22.8
76	protein2	30.4
76	protein3	15.2
77	protein1	23.1
77	protein2	30.8
77	protein3	15.4
78	protein1	23.4
78	protein2	31.2
78	protein3	15.6
79	protein1	23.7
79	protein2	31.6
79	protein3	15.8
80	protein1	24
80	protein2	32
80	protein3	16
81	protein1	24
81	protein2	32
81	protein3	16
82	protein1	24
82	protein2	32
82	protein3	16
83	protein1	24
83	protein2	32
83	protein3	16
84	protein1	24
84	protein2	32
84	protein3	16
85	protein1	24
85	protein2	32
85	protein3	16
86	protein1	24
86	protein2	32
86	protein3	16
87	protein1	24
87	protein2	32
87	protein3	16
88	protein1	24
88	protein2	32
88	protein3	16
89	protein1	24
89	protein2	32
89	protein3	16
90	protein1	24
90	protein2	32
90	protein3	16
91	protein1	24
91	protein2	32
91	protein3	16
92	protein1	24
92	protein2	32
92	protein3	16
93	protein1	24
93	protein2	32
93	protein3	16
94	protein1	24
94	protein2	32
94	protein3	16
95	protein1	24
95	protein2	32
95	protein3	16
96	protein1	24
96	protein2	32
96	protein3	16
97	protein1	24
97	protein2	32
97	protein3	16
98	protein1	24
98	protein2	32
98	protein3	16
99	protein1	24
99	protein2	32
99	protein3	16
100	protein1	24
100	protein2	32
100	protein3	16
101	protein1	24
101	protein2	32
101	protein3	16
102	protein1	24
102	protein2	32
102	protein3	16
103	protein1	24
103	protein2	32
103	protein3	16
104	protein1	24
104	protein2	32
104	protein3	16
105	protein1	24
105	protein2	32
105	protein3	16
106	protein1	24
106	protein2	32
106	protein3	16
107	protein1	24
107	protein2	32
107	protein3	16
108	protein1	24
108	protein2	32
108	protein3	16
109	protein1	24
109	protein2	32
109	protein3	16
110	protein1	24
110	protein2	32
110	protein3	16
111	protein1	24
111	protein2	32
111	protein3	16
112	protein1	24
112	protein2	32
112	protein3	16
113	protein1	24
113	protein2	32
113	protein3	16
114	protein1	24
114	protein2	32
114	protein3	16
115	protein1	24
115	protein2	32
115	protein3	16
116	protein1	24
116	protein2	32
116	protein3	16
117	protein1	24
117	protein2	32
117	protein3	16
118	protein1	24
118	protein2	32
118	protein3	16
119	protein1	24
119	protein2	32
119	protein3	16
120	protein1	24
120	protein2	32
120	protein3	16
121	protein1	24
121	protein2	32
121	protein3	16
122	protein1	24
122	protein2	32
122	protein3	16
123	protein1	24
123	protein2	32
123	protein3	16
124	protein1	24
124	protein2	32
124	protein3	16
125	protein1	24
125	protein2	32
125	protein3	16
126	protein1	24
126	protein2	32
126	protein3	16
127	protein1	24
127	protein2	32
127	protein3	16
128	protein1	24
128	protein2	32
128	protein3	16
129	protein1	24
129	protein2	32
129	protein3	16
130	protein1	24
130	protein2	32
130	protein3	16
131	protein1	24
131	protein2	32
131	protein3	16
132	protein1	24
132	protein2	32
132	protein3	16
133	protein1	24
133	protein2	32
133	protein3	16
134	protein1	24
134	protein2	32
134	protein3	16
135	protein1	24
135	protein2	32
135	protein3	16
136	protein1	24
136	protein2	32
136	protein3	16
137	protein1	24
137	protein2	32
137	protein3	16
138	protein1	24
138	protein2	32
138	protein3	16
139	protein1	24
139	protein2	32
139	protein3	16
140	protein1	24
140	protein2	32
140	protein3	16
141	protein1	24
141	protein2	32
141	protein3	16
142	protein1	24
142	protein2	32
142	protein3	16
143	protein1	24
143	protein2	32
143	protein3	16
144	protein1	24
144	protein2	32
144	protein3	16
145	protein1	24
145	protein2	32
145	protein3	16
146	protein1	24
146	protein2	32
146	protein3	16
147	protein1	24
