time	species	transcript
1	protein1	0.15
1	protein2	0.1
1	protein3	0.07
2	protein1	0.3
2	protein2	0.2
2	protein3	0.14
3	protein1	0.44999999999999996
3	protein2	0.30000000000000004
3	protein3	0.21000000000000002
4	protein1	0.6
4	protein2	0.4
4	protein3	0.28
5	protein1	0.75
5	protein2	0.5
5	protein3	0.35000000000000003
6	protein1	0.8999999999999999
6	protein2	0.6000000000000001
6	protein3	0.42000000000000004
7	protein1	1.05
7	protein2	0.7000000000000001
7	protein3	0.49000000000000005
8	protein1	1.2
8	protein2	0.8
8	protein3	0.56
9	protein1	1.3499999999999999
9	protein2	0.9
9	protein3	0.6300000000000001
10	protein1	1.5
10	protein2	1.0
10	protein3	0.7000000000000001
11	protein1	1.65
11	protein2	1.1
11	protein3	0.77
12	protein1	1.7999999999999998
12	protein2	1.2000000000000002
12	protein3	0.8400000000000001
13	protein1	1.95
13	protein2	1.3
13	protein3	0.9100000000000001
14	protein1	2.1
14	protein2	1.4000000000000001
14	protein3	0.9800000000000001
15	protein1	2.25
15	protein2	1.5
15	protein3	1.05
16	protein1	2.4
16	protein2	1.6
16	protein3	1.12
17	protein1	2.55
17	protein2	1.7000000000000002
17	protein3	1.1900000000000002
18	protein1	2.6999999999999997
18	protein2	1.8
18	protein3	1.2600000000000002
19	protein1	2.85
19	protein2	1.9000000000000001
19	protein3	1.33
20	protein1	3.0
20	protein2	2.0
20	protein3	1.4000000000000001
21	protein1	3.15
21	protein2	2.1
21	protein3	1.4700000000000002
22	protein1	3.3
22	protein2	2.2
22	protein3	1.54
23	protein1	3.4499999999999997
23	protein2	2.3000000000000003
23	protein3	1.61
24	protein1	3.5999999999999996
24	protein2	2.4000000000000004
24	protein3	1.6800000000000002
25	protein1	3.75
25	protein2	2.5
25	protein3	1.7500000000000002
26	protein1	3.9
26	protein2	2.6
26	protein3	1.8200000000000003
27	protein1	4.05
27	protein2	2.7
27	protein3	1.8900000000000001
28	protein1	4.2
28	protein2	2.8000000000000003
28	protein3	1.9600000000000002
29	protein1	4.35
29	protein2	2.9000000000000004
29	protein3	2.0300000000000002
30	protein1	4.5
30	protein2	3.0
30	protein3	2.1
31	protein1	4.6499999999999995
31	protein2	3.1
31	protein3	2.1700000000000004
32	protein1	4.8
32	protein2	3.2
32	protein3	2.24
33	protein1	4.95
33	protein2	3.3000000000000003
33	protein3	2.31
34	protein1	5.1
34	protein2	3.4000000000000004
34	protein3	2.3800000000000003
35	protein1	5.25
35	protein2	3.5
35	protein3	2.45
36	protein1	5.3999999999999995
36	protein2	3.6
36	protein3	2.5200000000000005
37	protein1	5.55
37	protein2	3.7
37	protein3	2.5900000000000003
38	protein1	5.7
38	protein2	3.8000000000000003
38	protein3	2.66
39	protein1	5.85
39	protein2	3.9000000000000004
39	protein3	2.7300000000000004
40	protein1	6.0
40	protein2	4.0
40	protein3	2.8000000000000003
41	protein1	6.1499999999999995
41	protein2	4.1000000000000005
41	protein3	2.87
42	protein1	6.3
42	protein2	4.2
42	protein3	2.9400000000000004
43	protein1	6.45
43	protein2	4.3
43	protein3	3.0100000000000002
44	protein1	6.6
44	protein2	4.4
44	protein3	3.08
45	protein1	6.75
45	protein2	4.5
45	protein3	3.1500000000000004
46	protein1	6.8999999999999995
46	protein2	4.6000000000000005
46	protein3	3.22
47	protein1	7.05
47	protein2	4.7
47	protein3	3.2900000000000005
48	protein1	7.199999999999999
48	protein2	4.800000000000001
48	protein3	3.3600000000000003
49	protein1	7.35
49	protein2	4.9
49	protein3	3.43
50	protein1	7.5
50	protein2	5.0
50	protein3	3.5000000000000004
51	protein1	7.6499999999999995
51	protein2	5.1000000000000005
51	protein3	3.5700000000000003
52	protein1	7.8
52	protein2	5.2
52	protein3	3.6400000000000006
53	protein1	7.949999999999999
53	protein2	5.300000000000001
53	protein3	3.7100000000000004
