time	species	transcript
1	protein1	0.1
1	protein2	0.17
1	protein3	0.04
2	protein1	0.2
2	protein2	0.34
2	protein3	0.08
3	protein1	0.30000000000000004
3	protein2	0.51
3	protein3	0.12
4	protein1	0.4
4	protein2	0.68
4	protein3	0.16
5	protein1	0.5
5	protein2	0.8500000000000001
5	protein3	0.2
6	protein1	0.6000000000000001
6	protein2	1.02
6	protein3	0.24
7	protein1	0.7000000000000001
7	protein2	1.1900000000000002
7	protein3	0.28
8	protein1	0.8
8	protein2	1.36
8	protein3	0.32
9	protein1	0.9
9	protein2	1.53
9	protein3	0.36
10	protein1	1.0
10	protein2	1.7000000000000002
10	protein3	0.4
11	protein1	1.1
11	protein2	1.87
11	protein3	0.44
12	protein1	1.2000000000000002
12	protein2	2.04
12	protein3	0.48
13	protein1	1.3
13	protein2	2.21
13	protein3	0.52
14	protein1	1.4000000000000001
14	protein2	2.3800000000000003
14	protein3	0.56
15	protein1	1.5
15	protein2	2.5500000000000003
15	protein3	0.6
16	protein1	1.6
16	protein2	2.72
16	protein3	0.64
17	protein1	1.7000000000000002
17	protein2	2.89
17	protein3	0.68
18	protein1	1.8
18	protein2	3.06
18	protein3	0.72
19	protein1	1.9000000000000001
19	protein2	3.2300000000000004
19	protein3	0.76
20	protein1	2.0
20	protein2	3.4000000000000004
20	protein3	0.8
21	protein1	2.1
21	protein2	3.5700000000000003
21	protein3	0.84
22	protein1	2.2
22	protein2	3.74
22	protein3	0.88
23	protein1	2.3000000000000003
23	protein2	3.91
23	protein3	0.92
24	protein1	2.4000000000000004
24	protein2	4.08
24	protein3	0.96
25	protein1	2.5
25	protein2	4.25
25	protein3	1.0
26	protein1	2.6
26	protein2	4.42
26	protein3	1.04
27	protein1	2.7
27	protein2	4.590000000000001
27	protein3	1.08
28	protein1	2.8000000000000003
28	protein2	4.760000000000001
28	protein3	1.12
29	protein1	2.9000000000000004
29	protein2	4.930000000000001
29	protein3	1.16
30	protein1	3.0
30	protein2	5.1000000000000005
30	protein3	1.2
31	protein1	3.1
31	protein2	5.2700000000000005
31	protein3	1.24
32	protein1	3.2
32	protein2	5.44
32	protein3	1.28
33	protein1	3.3000000000000003
33	protein2	5.61
33	protein3	1.32
34	protein1	3.4000000000000004
34	protein2	5.78
34	protein3	1.36
35	protein1	3.5
35	protein2	5.95
35	protein3	1.4000000000000001
36	protein1	3.6
36	protein2	6.12
36	protein3	1.44
37	protein1	3.7
37	protein2	6.29
37	protein3	1.48
38	protein1	3.8000000000000003
38	protein2	6.460000000000001
38	protein3	1.52
39	protein1	3.9000000000000004
39	protein2	6.630000000000001
39	protein3	1.56
40	protein1	4.0
40	protein2	6.800000000000001
40	protein3	1.6
41	protein1	4.1000000000000005
41	protein2	6.970000000000001
41	protein3	1.6400000000000001
42	protein1	4.2
42	protein2	7.140000000000001
42	protein3	1.68
43	protein1	4.3
43	protein2	7.3100000000000005
43	protein3	1.72
44	protein1	4.4
44	protein2	7.48
44	protein3	1.76
45	protein1	4.5
45	protein2	7.65
45	protein3	1.8
46	protein1	4.6000000000000005
46	protein2	7.82
46	protein3	1.84
47	protein1	4.7
47	protein2	7.99
47	protein3	1.8800000000000001
48	protein1	4.800000000000001
48	protein2	8.16
48	protein3	1.92
49	protein1	4.9
49	protein2	8.33
49	protein3	1.96
50	protein1	5.0
50	protein2	8.5
50	protein3	2.0
51	protein1	5.1000000000000005
51	protein2	8.67
51	protein3	2.04
52	protein1	5.2
52	protein2	8.84
52	protein3	2.08
53	protein1	5.300000000000001
53	protein2	9.01
53	protein3	2.12
54	protein1	5.4
54	protein2	9.180000000000001
54	protein3	2.16
55	protein1	5.5
55	protein2	9.350000000000001
55	protein3	2.2
56	protein1	5.6000000000000005
56	protein2	9.520000000000001
56	protein3	2.24
57	protein1	5.7
57	protein2	9.690000000000001
57	protein3	2.2800000000000002
58	protein1	5.800000000000001
58	protein2	9.860000000000001
58	protein3	2.32
59	protein1	5.9
59	protein2	10.030000000000001
59	protein3	2.36
60	protein1	6.0
60	protein2	10.200000000000001
60	protein3	2.4
61	protein1	6.1000000000000005
61	protein2	10.370000000000001
61	protein3	2.44
62	protein1	6.2
62	protein2	10.540000000000001
62	protein3	2.48
63	protein1	6.300000000000001
63	protein2	10.71
63	protein3	2.52
64	protein1	6.4
64	protein2	10.88
64	protein3	2.56
65	protein1	6.5
65	protein2	11.05
65	protein3	2.6
66	protein1	6.6000000000000005
66	protein2	11.22
66	protein3	2.64
67	protein1	6.7
67	protein2	11.39
67	protein3	2.68
68	protein1	6.800000000000001
68	protein2	11.56
68	protein3	2.72
69	protein1	6.9
69	protein2	11.73
69	protein3	2.7600000000000002
70	protein1	7.0
70	protein2	11.9
70	protein3	2.8000000000000003
71	protein1	7.1000000000000005
71	protein2	12.07
71	protein3	2.84
72	protein1	7.2
72	protein2	12.24
72	protein3	2.88
73	protein1	7.300000000000001
73	protein2	12.41
73	protein3	2.92
74	protein1	7.4
74	protein2	12.58
74	protein3	2.96
75	protein1	7.5
75	protein2	12.750000000000002
75	protein3	3.0
76	protein1	7.6000000000000005
76	protein2	12.920000000000002
76	protein3	3.04
77	protein1	7.7
77	protein2	13.090000000000002
77	protein3	3.08
78	protein1	7.800000000000001
78	protein2	13.260000000000002
78	protein3	3.12
79	protein1	7.9
79	protein2	13.430000000000001
79	protein3	3.16
80	protein1	8.0
80	protein2	13.600000000000001
80	protein3	3.2
81	protein1	8.1
81	protein2	13.770000000000001
81	protein3	3.24
82	protein1	8.200000000000001
82	protein2	13.940000000000001
82	protein3	3.2800000000000002
83	protein1	8.3
83	protein2	14.110000000000001
83	protein3	3.3200000000000003
84	protein1	8.4
84	protein2	14.280000000000001
84	protein3	3.36
85	protein1	8.5
85	protein2	14.450000000000001
85	protein3	3.4
86	protein1	8.6
86	protein2	14.620000000000001
86	protein3	3.44
87	protein1	8.700000000000001
87	protein2	14.790000000000001
87	protein3	3.48
88	protein1	8.8
88	protein2	14.96
88	protein3	3.52
89	protein1	8.9
89	protein2	15.13
89	protein3	3.56
90	protein1	9.0
90	protein2	15.3
90	protein3	3.6
91	protein1	9.1
91	protein2	15.47
91	protein3	3.64
92	protein1	9.200000000000001
92	protein2	15.64
92	protein3	3.68
93	protein1	9.3
93	protein2	15.81
93	protein3	3.72
94	protein1	9.4
94	protein2	15.98
94	protein3	3.7600000000000002
95	protein1	9.5
95	protein2	16.150000000000002
95	protein3	3.8000000000000003
96	protein1	9.600000000000001
96	protein2	16.32
96	protein3	3.84
97	protein1	9.700000000000001
97	protein2	16.490000000000002
97	protein3	3.88
98	protein1	9.8
98	protein2	16.66
98	protein3	3.92
99	protein1	9.9
99	protein2	16.830000000000002
99	protein3	3.96
100	protein1	10.0
100	protein2	17.0
100	protein3	4.0
101	protein1	10.100000000000001
101	protein2	17.17
101	protein3	4.04
102	protein1	10.200000000000001
102	protein2	17.34
102	protein3	4.08
103	protein1	10.3
103	protein2	17.51
103	protein3	4.12
104	protein1	10.4
104	protein2	17.68
104	protein3	4.16
105	protein1	10.5
105	protein2	17.85
105	protein3	4.2
106	protein1	10.600000000000001
106	protein2	18.02
106	protein3	4.24
107	protein1	10.700000000000001
107	protein2	18.19
107	protein3	4.28
108	protein1	10.8
108	protein2	18.360000000000003
108	protein3	4.32
109	protein1	10.9
109	protein2	18.53
109	protein3	4.36
110	protein1	11.0
110	protein2	18.700000000000003
110	protein3	4.4
111	protein1	11.100000000000001
111	protein2	18.87
111	protein3	4.44
112	protein1	11.200000000000001
112	protein2	19.040000000000003
112	protein3	4.48
113	protein1	11.3
113	protein2	19.21
113	protein3	4.5200000000000005
114	protein1	11.4
114	protein2	19.380000000000003
114	protein3	4.5600000000000005
115	protein1	11.5
115	protein2	19.55
115	protein3	4.6000000000000005
116	protein1	11.600000000000001
116	protein2	19.720000000000002
116	protein3	4.64
117	protein1	11.700000000000001
117	protein2	19.89
117	protein3	4.68
118	protein1	11.8
118	protein2	20.060000000000002
118	protein3	4.72
119	protein1	11.9
119	protein2	20.23
119	protein3	4.76
120	protein1	12.0
120	protein2	20.400000000000002
120	protein3	4.8
121	protein1	12.100000000000001
121	protein2	20.57
121	protein3	4.84
122	protein1	12.200000000000001
122	protein2	20.740000000000002
122	protein3	4.88
123	protein1	12.3
123	protein2	20.91
123	protein3	4.92
124	protein1	12.4
124	protein2	21.080000000000002
124	protein3	4.96
125	protein1	12.5
125	protein2	21.25
125	protein3	5.0
126	protein1	12.600000000000001
126	protein2	21.42
126	protein3	5.04
127	protein1	12.700000000000001
127	protein2	21.59
127	protein3	5.08
128	protein1	12.8
128	protein2	21.76
128	protein3	5.12
129	protein1	12.9
129	protein2	21.930000000000003
129	protein3	5.16
130	protein1	13.0
130	protein2	22.1
130	protein3	5.2
131	protein1	13.100000000000001
131	protein2	22.270000000000003
131	protein3	5.24
132	protein1	13.200000000000001
132	protein2	22.44
132	protein3	5.28
133	protein1	13.3
133	protein2	22.610000000000003
133	protein3	5.32
134	protein1	13.4
134	protein2	22.78
134	protein3	5.36
135	protein1	13.5
135	protein2	22.950000000000003
135	protein3	5.4
136	protein1	13.600000000000001
136	protein2	23.12
136	protein3	5.44
137	protein1	13.700000000000001
137	protein2	23.290000000000003
137	protein3	5.48
138	protein1	13.8
138	protein2	23.46
138	protein3	5.5200000000000005
139	protein1	13.9
139	protein2	23.630000000000003
139	protein3	5.5600000000000005
140	protein1	14.0
140	protein2	23.8
140	protein3	5.6000000000000005
141	protein1	14.100000000000001
141	protein2	23.970000000000002
141	protein3	5.64
142	protein1	14.200000000000001
142	protein2	24.14
142	protein3	5.68
143	protein1	14.3
143	protein2	24.310000000000002
143	protein3	5.72
144	protein1	14.4
144	protein2	24.48
144	protein3	5.76
145	protein1	14.5
145	protein2	24.650000000000002
145	protein3	5.8
146	protein1	14.600000000000001
146	protein2	24.82
146	protein3	5.84
147	protein1	14.700000000000001
147	protein2	24.990000000000002
147	protein3	5.88
148	protein1	14.8
148	protein2	25.16
148	protein3	5.92
149	protein1	14.9
149	protein2	25.330000000000002
149	protein3	5.96
150	protein1	15.0
150	protein2	25.500000000000004
150	protein3	6.0
151	protein1	15.100000000000001
151	protein2	25.67
151	protein3	6.04
152	protein1	15.200000000000001
152	protein2	25.840000000000003
152	protein3	6.08
153	protein1	15.3
153	protein2	26.01
153	protein3	6.12
154	protein1	15.4
154	protein2	26.180000000000003
154	protein3	6.16
155	protein1	15.5
155	protein2	26.35
155	protein3	6.2
156	protein1	15.600000000000001
156	protein2	26.520000000000003
156	protein3	6.24
157	protein1	15.700000000000001
157	protein2	26.69
157	protein3	6.28
158	protein1	15.8
158	protein2	26.860000000000003
158	protein3	6.32
159	protein1	15.9
159	protein2	27.03
159	protein3	6.36
160	protein1	16.0
160	protein2	27.200000000000003
160	protein3	6.4
161	protein1	16.1
161	protein2	27.37
161	protein3	6.44
162	protein1	16.2
162	protein2	27.540000000000003
162	protein3	6.48
163	protein1	16.3
163	protein2	27.71
163	protein3	6.5200000000000005
164	protein1	16.400000000000002
164	protein2	27.880000000000003
164	protein3	6.5600000000000005
165	protein1	16.5
165	protein2	28.05
165	protein3	6.6000000000000005
166	protein1	16.6
166	protein2	28.220000000000002
166	protein3	6.640000000000001
167	protein1	16.7
167	protein2	28.39
167	protein3	6.68
168	protein1	16.8
168	protein2	28.560000000000002
168	protein3	6.72
169	protein1	16.900000000000002
169	protein2	28.73
169	protein3	6.76
170	protein1	17.0
170	protein2	28.900000000000002
170	protein3	6.8
171	protein1	17.1
171	protein2	29.070000000000004
171	protein3	6.84
172	protein1	17.2
172	protein2	29.240000000000002
