time	species	transcript
1	protein1	0.25
1	protein2	0.5
1	protein3	0.1
2	protein1	0.5
2	protein2	1
2	protein3	0.2
3	protein1	0.75
3	protein2	1.5
3	protein3	0.3
4	protein1	1
4	protein2	2
4	protein3	0.4
5	protein1	1.25
5	protein2	2.5
5	protein3	0.5
6	protein1	1.5
6	protein2	3
6	protein3	0.6
7	protein1	1.75
7	protein2	3.5
7	protein3	0.7
8	protein1	2
8	protein2	4
8	protein3	0.8
9	protein1	2.25
9	protein2	4.5
9	protein3	0.9
10	protein1	2.5
10	protein2	5
10	protein3	1
11	protein1	2.75
11	protein2	5.5
11	protein3	1.1
12	protein1	3
12	protein2	6
12	protein3	1.2
13	protein1	3.25
13	protein2	6.5
13	protein3	1.3
14	protein1	3.5
14	protein2	7
14	protein3	1.4
15	protein1	3.75
15	protein2	7.5
15	protein3	1.5
16	protein1	4
16	protein2	8
16	protein3	1.6
17	protein1	4.25
17	protein2	8.5
17	protein3	1.7
18	protein1	4.5
18	protein2	9
18	protein3	1.8
19	protein1	4.75
19	protein2	9.5
19	protein3	1.9
20	protein1	5
20	protein2	10
20	protein3	2
21	protein1	5.25
21	protein2	10.5
21	protein3	2.1
22	protein1	5.5
22	protein2	11
22	protein3	2.2
23	protein1	5.75
23	protein2	11.5
23	protein3	2.3
24	protein1	6
24	protein2	12
24	protein3	2.4
25	protein1	6.25
25	protein2	12.5
25	protein3	2.5
26	protein1	6.5
26	protein2	13
26	protein3	2.6
27	protein1	6.75
27	protein2	13.5
27	protein3	2.7
28	protein1	7
28	protein2	14
28	protein3	2.8
29	protein1	7.25
29	protein2	14.5
29	protein3	2.9
30	protein1	7.5
30	protein2	15
30	protein3	3
31	protein1	7.75
31	protein2	15.5
31	protein3	3.1
32	protein1	8
32	protein2	16
32	protein3	3.2
33	protein1	8.25
33	protein2	16.5
33	protein3	3.3
34	protein1	8.5
34	protein2	17
34	protein3	3.4
35	protein1	8.75
35	protein2	17.5
35	protein3	3.5
36	protein1	9
36	protein2	18
36	protein3	3.6
37	protein1	9.25
37	protein2	18.5
37	protein3	3.7
38	protein1	9.5
38	protein2	19
38	protein3	3.8
39	protein1	9.75
39	protein2	19.5
