time	species	transcript
1	protein1	0.3
1	protein2	0.5
1	protein3	0.1
2	protein1	0.6
2	protein2	1
2	protein3	0.2
3	protein1	0.9
3	protein2	1.5
3	protein3	0.3
4	protein1	1.2
4	protein2	2
4	protein3	0.4
5	protein1	1.5
5	protein2	2.5
5	protein3	0.5
6	protein1	1.8
6	protein2	3
6	protein3	0.6
7	protein1	2.1
7	protein2	3.5
7	protein3	0.7
8	protein1	2.4
8	protein2	4
8	protein3	0.8
9	protein1	2.7
9	protein2	4.5
9	protein3	0.9
10	protein1	3
10	protein2	5
10	protein3	1
11	protein1	3.3
11	protein2	5.5
11	protein3	1.1
12	protein1	3.6
12	protein2	6
12	protein3	1.2
13	protein1	3.9
13	protein2	6.5
13	protein3	1.3
14	protein1	4.2
14	protein2	7
14	protein3	1.4
15	protein1	4.5
15	protein2	7.5
15	protein3	1.5
16	protein1	4.8
16	protein2	8
16	protein3	1.6
17	protein1	5.1
17	protein2	8.5
17	protein3	1.7
18	protein1	5.4
18	protein2	9
18	protein3	1.8
19	protein1	5.7
19	protein2	9.5
19	protein3	1.9
20	protein1	6
20	protein2	10
20	protein3	2
21	protein1	6.3
21	protein2	10.5
21	protein3	2.1
22	protein1	6.6
22	protein2	11
22	protein3	2.2
23	protein1	6.9
23	protein2	11.5
23	protein3	2.3
24	protein1	7.2
24	protein2	12
24	protein3	2.4
25	protein1	7.5
25	protein2	12.5
25	protein3	2.5
26	protein1	7.8
26	protein2	13
26	protein3	2.6
27	protein1	8.1
27	protein2	13.5
27	protein3	2.7
28	protein1	8.4
28	protein2	14
28	protein3	2.8
29	protein1	8.7
29	protein2	14.5
29	protein3	2.9
30	protein1	9
30	protein2	15
30	protein3	3
31	protein1	9.3
31	protein2	15.5
31	protein3	3.1
32	protein1	9.6
32	protein2	16
32	protein3	3.2
33	protein1	9.9
33	protein2	16.5
33	protein3	3.3
34	protein1	10.2
34	protein2	17
34	protein3	3.4
35	protein1	10.5
35	protein2	17.5
35	protein3	3.5
36	protein1	10.8
36	protein2	18
36	protein3	3.6
37	protein1	11.1
37	protein2	18.5
37	protein3	3.7
38	protein1	11.4
38	protein2	19
38	protein3	3.8
39	protein1	11.7
39	protein2	19.5
39	protein3	3.9
40	protein1	12
40	protein2	20
40	protein3	4
41	protein1	12.3
41	protein2	20.5
41	protein3	4.1
42	protein1	12.6
42	protein2	21
42	protein3	4.2
43	protein1	12.9
43	protein2	21.5
43	protein3	4.3
44	protein1	13.2
44	protein2	22
44	protein3	4.4
45	protein1	13.5
45	protein2	22.5
45	protein3	4.5
46	protein1	13.8
46	protein2	23
46	protein3	4.6
47	protein1	14.1
47	protein2	23.5
47	protein3	4.7
48	protein1	14.4
48	protein2	24
48	protein3	4.8
49	protein1	14.7
49	protein2	24.5
49	protein3	4.9
50	protein1	15
50	protein2	25
50	protein3	5
51	protein1	15.3
51	protein2	25.5
51	protein3	5.1
52	protein1	15.6
52	protein2	26
52	protein3	5.2
53	protein1	15.9
53	protein2	26.5
53	protein3	5.3
54	protein1	16.2
54	protein2	27
54	protein3	5.4
55	protein1	16.5
55	protein2	27.5
55	protein3	5.5
56	protein1	16.8
56	protein2	28
56	protein3	5.6
57	protein1	17.1
57	protein2	28.5
57	protein3	5.7
58	protein1	17.4
58	protein2	29
58	protein3	5.8
59	protein1	17.7
59	protein2	29.5
59	protein3	5.9
60	protein1	18
60	protein2	30
60	protein3	6
61	protein1	18.3
61	protein2	30.5
61	protein3	6.1
62	protein1	18.6
62	protein2	31
62	protein3	6.2
63	protein1	18.9
63	protein2	31.5
63	protein3	6.3
64	protein1	19.2
64	protein2	32
64	protein3	6.4
65	protein1	19.5
65	protein2	32.5
65	protein3	6.5
66	protein1	19.8
66	protein2	33
66	protein3	6.6
67	protein1	20.1
67	protein2	33.5
67	protein3	6.7
68	protein1	20.4
68	protein2	34
68	protein3	6.8
69	protein1	20.7
69	protein2	34.5
69	protein3	6.9
70	protein1	21
70	protein2	35
70	protein3	7
71	protein1	21.3
71	protein2	35.5
71	protein3	7.1
72	protein1	21.6
72	protein2	36
72	protein3	7.2
73	protein1	21.9
73	protein2	36.5
73	protein3	7.3
74	protein1	22.2
74	protein2	37
74	protein3	7.4
75	protein1	22.5
75	protein2	37.5
75	protein3	7.5
76	protein1	22.8
76	protein2	38
76	protein3	7.6
77	protein1	23.1
77	protein2	38.5
77	protein3	7.7
78	protein1	23.4
78	protein2	39
78	protein3	7.8
79	protein1	23.7
79	protein2	39.5
79	protein3	7.9
80	protein1	24
80	protein2	40
80	protein3	8
81	protein1	24.3
81	protein2	40
81	protein3	8
82	protein1	24.6
82	protein2	40
82	protein3	8
83	protein1	24.9
83	protein2	40
83	protein3	8
84	protein1	25.2
84	protein2	40
84	protein3	8
85	protein1	25.5
85	protein2	40
85	protein3	8
86	protein1	25.8
86	protein2	40
86	protein3	8
87	protein1	26.1
87	protein2	40
87	protein3	8
88	protein1	26.4
88	protein2	40
88	protein3	8
89	protein1	26.7
89	protein2	40
89	protein3	8
