time	species	transcript
1	protein1	0.13
1	protein2	0.2
1	protein3	0.1
2	protein1	0.26
2	protein2	0.4
2	protein3	0.2
3	protein1	0.39
3	protein2	0.6
3	protein3	0.3
4	protein1	0.52
4	protein2	0.8
4	protein3	0.4
5	protein1	0.65
5	protein2	1
5	protein3	0.5
6	protein1	0.78
6	protein2	1.2
6	protein3	0.6
7	protein1	0.91
7	protein2	1.4
7	protein3	0.7
8	protein1	1.04
8	protein2	1.6
8	protein3	0.8
9	protein1	1.17
9	protein2	1.8
9	protein3	0.9
10	protein1	1.3
10	protein2	2
10	protein3	1
11	protein1	1.43
11	protein2	2.2
11	protein3	1.1
12	protein1	1.56
12	protein2	2.4
12	protein3	1.2
13	protein1	1.69
13	protein2	2.6
13	protein3	1.3
14	protein1	1.82
14	protein2	2.8
14	protein3	1.4
15	protein1	1.95
15	protein2	3
15	protein3	1.5
16	protein1	2.08
16	protein2	3.2
16	protein3	1.6
17	protein1	2.21
17	protein2	3.4
17	protein3	1.7
18	protein1	2.34
18	protein2	3.6
18	protein3	1.8
19	protein1	2.47
19	protein2	3.8
19	protein3	1.9
20	protein1	2.6
20	protein2	4
20	protein3	2
21	protein1	2.73
21	protein2	4.2
21	protein3	2.1
22	protein1	2.86
22	protein2	4.4
22	protein3	2.2
23	protein1	2.99
23	protein2	4.6
23	protein3	2.3
24	protein1	3.12
24	protein2	4.8
24	protein3	2.4
25	protein1	3.25
25	protein2	5
25	protein3	2.5
26	protein1	3.38
26	protein2	5.2
26	protein3	2.6
27	protein1	3.51
27	protein2	5.4
27	protein3	2.7
28	protein1	3.64
28	protein2	5.6
28	protein3	2.8
29	protein1	3.77
29	protein2	5.8
29	protein3	2.9
30	protein1	3.9
30	protein2	6
30	protein3	3
31	protein1	4.03
31	protein2	6.2
31	protein3	3.1
32	protein1	4.16
32	protein2	6.4
32	protein3	3.2
33	protein1	4.29
33	protein2	6.6
33	protein3	3.3
34	protein1	4.42
34	protein2	6.8
34	protein3	3.4
35	protein1	4.55
35	protein2	7
35	protein3	3.5
36	protein1	4.68
36	protein2	7.2
36	protein3	3.6
37	protein1	4.81
37	protein2	7.4
37	protein3	3.7
38	protein1	4.94
38	protein2	7.6
38	protein3	3.8
39	protein1	5.07
39	protein2	7.8
39	protein3	3.9
40	protein1	5.2
40	protein2	8
40	protein3	4
41	protein1	5.33
41	protein2	8.2
41	protein3	4.1
42	protein1	5.46
42	protein2	8.4
42	protein3	4.2
43	protein1	5.59
43	protein2	8.6
43	protein3	4.3
