time	species	transcript
1	protein1	0.16
1	protein2	0.12
1	protein3	0.08
2	protein1	0.32
2	protein2	0.24
2	protein3	0.16
3	protein1	0.48
3	protein2	0.36
3	protein3	0.24
4	protein1	0.64
4	protein2	0.48
4	protein3	0.32
5	protein1	0.8
5	protein2	0.6
5	protein3	0.4
6	protein1	0.96
6	protein2	0.72
6	protein3	0.48
7	protein1	1.12
7	protein2	0.84
7	protein3	0.56
8	protein1	1.28
8	protein2	0.96
8	protein3	0.64
9	protein1	1.44
9	protein2	1.08
9	protein3	0.72
10	protein1	1.6
10	protein2	1.2
10	protein3	0.8
11	protein1	1.76
11	protein2	1.3199999999999998
11	protein3	0.88
12	protein1	1.92
12	protein2	1.44
12	protein3	0.96
13	protein1	2.08
13	protein2	1.56
13	protein3	1.04
14	protein1	2.24
14	protein2	1.68
14	protein3	1.12
15	protein1	2.4
15	protein2	1.7999999999999998
15	protein3	1.2
16	protein1	2.56
16	protein2	1.92
16	protein3	1.28
17	protein1	2.72
17	protein2	2.04
17	protein3	1.36
18	protein1	2.88
18	protein2	2.16
18	protein3	1.44
19	protein1	3.04
19	protein2	2.28
19	protein3	1.52
20	protein1	3.2
20	protein2	2.4
20	protein3	1.6
21	protein1	3.36
21	protein2	2.52
21	protein3	1.68
22	protein1	3.52
22	protein2	2.6399999999999997
22	protein3	1.76
23	protein1	3.68
23	protein2	2.76
23	protein3	1.84
24	protein1	3.84
24	protein2	2.88
24	protein3	1.92
25	protein1	4.0
25	protein2	3.0
25	protein3	2.0
26	protein1	4.16
26	protein2	3.12
26	protein3	2.08
27	protein1	4.32
27	protein2	3.2399999999999998
27	protein3	2.16
28	protein1	4.48
28	protein2	3.36
28	protein3	2.24
29	protein1	4.64
29	protein2	3.48
29	protein3	2.32
30	protein1	4.8
30	protein2	3.5999999999999996
30	protein3	2.4
31	protein1	4.96
31	protein2	3.7199999999999998
31	protein3	2.48
32	protein1	5.12
32	protein2	3.84
32	protein3	2.56
33	protein1	5.28
33	protein2	3.96
33	protein3	2.64
34	protein1	5.44
34	protein2	4.08
34	protein3	2.72
35	protein1	5.6000000000000005
35	protein2	4.2
35	protein3	2.8000000000000003
36	protein1	5.76
36	protein2	4.32
36	protein3	2.88
37	protein1	5.92
37	protein2	4.4399999999999995
37	protein3	2.96
38	protein1	6.08
38	protein2	4.56
38	protein3	3.04
39	protein1	6.24
39	protein2	4.68
39	protein3	3.12
40	protein1	6.4
40	protein2	4.8
40	protein3	3.2
41	protein1	6.5600000000000005
41	protein2	4.92
41	protein3	3.2800000000000002
42	protein1	6.72
42	protein2	5.04
42	protein3	3.36
43	protein1	6.88
43	protein2	5.16
43	protein3	3.44
44	protein1	7.04
44	protein2	5.279999999999999
44	protein3	3.52
45	protein1	7.2
45	protein2	5.3999999999999995
45	protein3	3.6
46	protein1	7.36
46	protein2	5.52
46	protein3	3.68
47	protein1	7.5200000000000005
47	protein2	5.64
47	protein3	3.7600000000000002
48	protein1	7.68
48	protein2	5.76
48	protein3	3.84
49	protein1	7.84
49	protein2	5.88
49	protein3	3.92
50	protein1	8.0
50	protein2	6.0
50	protein3	4.0
51	protein1	8.16
51	protein2	6.12
51	protein3	4.08
52	protein1	8.32
52	protein2	6.24
52	protein3	4.16
53	protein1	8.48
53	protein2	6.359999999999999
53	protein3	4.24
54	protein1	8.64
54	protein2	6.4799999999999995
54	protein3	4.32
55	protein1	8.8
55	protein2	6.6
55	protein3	4.4
56	protein1	8.96
56	protein2	6.72
56	protein3	4.48
57	protein1	9.120000000000001
57	protein2	6.84
57	protein3	4.5600000000000005
58	protein1	9.28
58	protein2	6.96
58	protein3	4.64
59	protein1	9.44
59	protein2	7.08
59	protein3	4.72
60	protein1	9.6
60	protein2	7.199999999999999
60	protein3	4.8
61	protein1	9.76
61	protein2	7.319999999999999
61	protein3	4.88
62	protein1	9.92
62	protein2	7.4399999999999995
62	protein3	4.96
63	protein1	10.08
63	protein2	7.56
63	protein3	5.04
64	protein1	10.24
64	protein2	7.68
64	protein3	5.12
65	protein1	10.4
65	protein2	7.8
65	protein3	5.2
66	protein1	10.56
66	protein2	7.92
66	protein3	5.28
67	protein1	10.72
67	protein2	8.04
67	protein3	5.36
68	protein1	10.88
68	protein2	8.16
68	protein3	5.44
69	protein1	11.040000000000001
69	protein2	8.28
69	protein3	5.5200000000000005
70	protein1	11.200000000000001
70	protein2	8.4
70	protein3	5.6000000000000005
71	protein1	11.36
71	protein2	8.52
71	protein3	5.68
72	protein1	11.52
72	protein2	8.64
72	protein3	5.76
73	protein1	11.68
73	protein2	8.76
73	protein3	5.84
74	protein1	11.84
74	protein2	8.879999999999999
74	protein3	5.92
75	protein1	12.0
75	protein2	9.0
75	protein3	6.0
76	protein1	12.16
76	protein2	9.12
76	protein3	6.08
77	protein1	12.32
77	protein2	9.24
77	protein3	6.16
78	protein1	12.48
78	protein2	9.36
78	protein3	6.24
79	protein1	12.64
79	protein2	9.48
79	protein3	6.32
80	protein1	12.8
80	protein2	9.6
80	protein3	6.4
81	protein1	12.96
81	protein2	9.719999999999999
81	protein3	6.48
82	protein1	13.120000000000001
82	protein2	9.84
82	protein3	6.5600000000000005
83	protein1	13.280000000000001
83	protein2	9.959999999999999
83	protein3	6.640000000000001
84	protein1	13.44
84	protein2	10.08
84	protein3	6.72
85	protein1	13.6
85	protein2	10.2
85	protein3	6.8
86	protein1	13.76
86	protein2	10.32
86	protein3	6.88
87	protein1	13.92
87	protein2	10.44
87	protein3	6.96
88	protein1	14.08
88	protein2	10.559999999999999
88	protein3	7.04
89	protein1	14.24
89	protein2	10.68
89	protein3	7.12
90	protein1	14.4
90	protein2	10.799999999999999
90	protein3	7.2
91	protein1	14.56
91	protein2	10.92
91	protein3	7.28
92	protein1	14.72
92	protein2	11.04
92	protein3	7.36
93	protein1	14.88
93	protein2	11.16
93	protein3	7.44
94	protein1	15.040000000000001
94	protein2	11.28
94	protein3	7.5200000000000005
95	protein1	15.200000000000001
95	protein2	11.4
95	protein3	7.6000000000000005
96	protein1	15.36
96	protein2	11.52
96	protein3	7.68
97	protein1	15.52
97	protein2	11.639999999999999
97	protein3	7.76
98	protein1	15.68
98	protein2	11.76
98	protein3	7.84
99	protein1	15.84
99	protein2	11.879999999999999
99	protein3	7.92
100	protein1	16.0
100	protein2	12.0
100	protein3	8.0
101	protein1	16.16
101	protein2	12.12
101	protein3	8.08
102	protein1	16.32
102	protein2	12.24
102	protein3	8.16
103	protein1	16.48
103	protein2	12.36
103	protein3	8.24
104	protein1	16.64
104	protein2	12.48
104	protein3	8.32
105	protein1	16.8
105	protein2	12.6
105	protein3	8.4
106	protein1	16.96
106	protein2	12.719999999999999
106	protein3	8.48
107	protein1	17.12
107	protein2	12.84
107	protein3	8.56
108	protein1	17.28
108	protein2	12.959999999999999
108	protein3	8.64
109	protein1	17.44
109	protein2	13.08
109	protein3	8.72
110	protein1	17.6
110	protein2	13.2
110	protein3	8.8
111	protein1	17.76
111	protein2	13.32
111	protein3	8.88
112	protein1	17.92
112	protein2	13.44
112	protein3	8.96
113	protein1	18.080000000000002
113	protein2	13.559999999999999
113	protein3	9.040000000000001
114	protein1	18.240000000000002
114	protein2	13.68
114	protein3	9.120000000000001
115	protein1	18.400000000000002
115	protein2	13.799999999999999
115	protein3	9.200000000000001
116	protein1	18.56
116	protein2	13.92
116	protein3	9.28
117	protein1	18.72
117	protein2	14.04
117	protein3	9.36
118	protein1	18.88
118	protein2	14.16
118	protein3	9.44
119	protein1	19.04
119	protein2	14.28
119	protein3	9.52
120	protein1	19.2
120	protein2	14.399999999999999
120	protein3	9.6
121	protein1	19.36
121	protein2	14.52
121	protein3	9.68
122	protein1	19.52
122	protein2	14.639999999999999
122	protein3	9.76
123	protein1	19.68
123	protein2	14.76
123	protein3	9.84
124	protein1	19.84
124	protein2	14.879999999999999
124	protein3	9.92
125	protein1	20.0
125	protein2	15.0
125	protein3	10.0
126	protein1	20.16
126	protein2	15.12
126	protein3	10.08
127	protein1	20.32
127	protein2	15.24
127	protein3	10.16
128	protein1	20.48
128	protein2	15.36
128	protein3	10.24
129	protein1	20.64
129	protein2	15.479999999999999
129	protein3	10.32
130	protein1	20.8
130	protein2	15.6
130	protein3	10.4
131	protein1	20.96
131	protein2	15.719999999999999
131	protein3	10.48
132	protein1	21.12
132	protein2	15.84
132	protein3	10.56
133	protein1	21.28
133	protein2	15.959999999999999
133	protein3	10.64
134	protein1	21.44
134	protein2	16.08
134	protein3	10.72
135	protein1	21.6
135	protein2	16.2
135	protein3	10.8
136	protein1	21.76
136	protein2	16.32
136	protein3	10.88
137	protein1	21.92
137	protein2	16.439999999999998
137	protein3	10.96
138	protein1	22.080000000000002
138	protein2	16.56
138	protein3	11.040000000000001
139	protein1	22.240000000000002
139	protein2	16.68
139	protein3	11.120000000000001
140	protein1	22.400000000000002
140	protein2	16.8
140	protein3	11.200000000000001
141	protein1	22.56
141	protein2	16.919999999999998
141	protein3	11.28
142	protein1	22.72
142	protein2	17.04
142	protein3	11.36
143	protein1	22.88
143	protein2	17.16
143	protein3	11.44
144	protein1	23.04
144	protein2	17.28
144	protein3	11.52
145	protein1	23.2
145	protein2	17.4
145	protein3	11.6
146	protein1	23.36
146	protein2	17.52
146	protein3	11.68
147	protein1	23.52
147	protein2	17.64
147	protein3	11.76
148	protein1	23.68
148	protein2	17.759999999999998
148	protein3	11.84
149	protein1	23.84
149	protein2	17.88
149	protein3	11.92
150	protein1	24.0
150	protein2	18.0
150	protein3	12.0
151	protein1	24.16
151	protein2	18.12
151	protein3	12.08
152	protein1	24.32
152	protein2	18.24
152	protein3	12.16
153	protein1	24.48
153	protein2	18.36
153	protein3	12.24
154	protein1	24.64
154	protein2	18.48
154	protein3	12.32
155	protein1	24.8
155	protein2	18.599999999999998
155	protein3	12.4
156	protein1	24.96
156	protein2	18.72
156	protein3	12.48
157	protein1	25.12
157	protein2	18.84
157	protein3	12.56
158	protein1	25.28
158	protein2	18.96
158	protein3	12.64
159	protein1	25.44
159	protein2	19.08
159	protein3	12.72
160	protein1	25.6
160	protein2	19.2
160	protein3	12.8
161	protein1	25.76
161	protein2	19.32
161	protein3	12.88
162	protein1	25.92
162	protein2	19.439999999999998
162	protein3	12.96
163	protein1	26.080000000000002
163	protein2	19.56
163	protein3	13.040000000000001
164	protein1	26.240000000000002
164	protein2	19.68
164	protein3	13.120000000000001
165	protein1	26.400000000000002
165	protein2	19.8
165	protein3	13.200000000000001
166	protein1	26.560000000000002
166	protein2	19.919999999999998
166	protein3	13.280000000000001
167	protein1	26.72
167	protein2	20.04
167	protein3	13.36
168	protein1	26.88
168	protein2	20.16
168	protein3	13.44
169	protein1	27.04
169	protein2	20.279999999999998
169	protein3	13.52
170	protein1	27.2
170	protein2	20.4
170	protein3	13.6
171	protein1	27.36
171	protein2	20.52
171	protein3	13.68
172	protein1	27.52
172	protein2	20.64
172	protein3	13.76
173	protein1	27.68
173	protein2	20.759999999999998
173	protein3	13.84
174	protein1	27.84
174	protein2	20.88
174	protein3	13.92
175	protein1	28.0
175	protein2	21.0
175	protein3	14.0
176	protein1	28.16
176	protein2	21.119999999999997
176	protein3	14.08
177	protein1	28.32
177	protein2	21.24
177	protein3	14.16
178	protein1	28.48
178	protein2	21.36
178	protein3	14.24
179	protein1	28.64
179	protein2	21.48
179	protein3	14.32
180	protein1	28.8
180	protein2	21.599999999999998
180	protein3	14.4
181	protein1	28.96
181	protein2	21.72
181	protein3	14.48
182	protein1	29.12
182	protein2	21.84
182	protein3	14.56
183	protein1	29.28
183	protein2	21.96
183	protein3	14.64
184	protein1	29.44
184	protein2	22.08
184	protein3	14.72
185	protein1	29.6
185	protein2	22.2
185	protein3	14.8
186	protein1	29.76
186	protein2	22.32
186	protein3	14.88
187	protein1	29.92
187	protein2	22.439999999999998
187	protein3	14.96
188	protein1	30.080000000000002
188	protein2	22.56
188	protein3	15.040000000000001
189	protein1	30.240000000000002
189	protein2	22.68
189	protein3	15.120000000000001
190	protein1	30.400000000000002
190	protein2	22.8
190	protein3	15.200000000000001
191	protein1	30.560000000000002
191	protein2	22.919999999999998
191	protein3	15.280000000000001
192	protein1	30.72
192	protein2	23.04
192	protein3	15.36
193	protein1	30.88
193	protein2	23.16
193	protein3	15.44
194	protein1	31.04
194	protein2	23.279999999999998
194	protein3	15.52
195	protein1	31.2
195	protein2	23.4
195	protein3	15.6
196	protein1	31.36
196	protein2	23.52
196	protein3	15.68
197	protein1	31.52
197	protein2	23.64
197	protein3	15.76
198	protein1	31.68
198	protein2	23.759999999999998
198	protein3	15.84
199	protein1	31.84
199	protein2	23.88
199	protein3	15.92
200	protein1	32.0
200	protein2	24.0
200	protein3	16.0
201	protein1	32.160000000000004
201	protein2	24.119999999999997
201	protein3	16.080000000000002
202	protein1	32.32
202	protein2	24.24
202	protein3	16.16
203	protein1	32.480000000000004
203	protein2	24.36
